 &plot nbnd= 152, nks=   183 /
            0.000000  0.000000  0.000000
  -62.598  -62.581  -62.581  -62.581  -27.165  -27.165  -27.165  -27.002  -26.929  -26.929
  -26.928  -26.894  -26.894  -26.894  -26.812  -26.812  -11.491  -11.491  -11.491  -11.454
  -11.454  -11.454  -11.327  -11.327  -11.246  -11.191  -11.191  -11.191  -11.136  -11.136
  -11.049  -11.048  -11.048  -11.039  -11.039  -11.039   -6.543   -4.519   -4.072   -3.306
   -3.306   -3.306   -2.707   -2.100   -2.100   -2.100   -1.815   -1.815   -1.814   -1.276
   -1.276   -1.276    1.117    1.117    1.117    3.065    4.067    4.068    4.068    4.364
    4.364    4.364    4.372    5.520    5.520    5.520    5.757    5.757    5.757    6.451
    6.451    6.451    7.286    7.611    7.611    7.611    8.027    8.027    8.027    8.189
    8.189    8.985    8.986    8.986    9.446    9.615    9.615    9.975    9.976    9.976
   10.123   10.123   10.123   10.160   10.160   10.161   10.561   10.561   10.561   10.857
   10.963   10.963   11.266   11.266   11.266   12.013   12.013   13.354   13.354   13.354
   13.861   13.861   13.861   13.895   14.332   14.332   14.332   14.510   14.510   14.963
   14.963   15.360   15.360   15.360   15.396   15.396   15.396   15.869   15.870   15.870
   16.391   16.449   16.449   16.449   16.944   16.944   17.263   17.298   17.298   17.298
   17.680   17.680   17.680   17.851   18.549   18.549   18.549   18.722   18.722   18.722
   19.468   19.468
            0.025000  0.014434  0.000000
  -62.598  -62.581  -62.581  -62.581  -27.164  -27.164  -27.164  -27.002  -26.929  -26.929
  -26.929  -26.895  -26.895  -26.894  -26.813  -26.813  -11.491  -11.490  -11.490  -11.454
  -11.454  -11.453  -11.327  -11.326  -11.245  -11.191  -11.191  -11.191  -11.136  -11.136
  -11.049  -11.049  -11.049  -11.039  -11.039  -11.039   -6.540   -4.516   -4.069   -3.317
   -3.307   -3.307   -2.706   -2.105   -2.101   -2.100   -1.817   -1.815   -1.815   -1.284
   -1.277   -1.277    1.123    1.123    1.133    3.067    4.072    4.072    4.074    4.369
    4.369    4.375    4.375    5.520    5.520    5.525    5.752    5.756    5.756    6.452
    6.452    6.452    7.288    7.610    7.610    7.613    8.008    8.008    8.030    8.181
    8.192    8.986    8.986    8.987    9.406    9.610    9.652    9.932    9.932    9.971
   10.121   10.154   10.154   10.156   10.160   10.160   10.543   10.543   10.563   10.843
   10.945   10.955   11.273   11.273   11.275   11.993   12.010   13.357   13.375   13.375
   13.859   13.861   13.861   13.912   14.323   14.330   14.331   14.503   14.515   14.951
   14.959   15.363   15.376   15.376   15.398   15.407   15.407   15.880   15.880   15.890
   16.407   16.431   16.431   16.448   16.931   16.953   17.272   17.304   17.307   17.307
   17.659   17.660   17.682   17.868   18.532   18.552   18.552   18.723   18.744   18.744
   19.481   19.481
            0.050000  0.028868  0.000000
  -62.598  -62.581  -62.581  -62.581  -27.164  -27.163  -27.163  -27.002  -26.929  -26.929
  -26.929  -26.895  -26.895  -26.894  -26.815  -26.813  -11.490  -11.489  -11.489  -11.453
  -11.453  -11.452  -11.328  -11.325  -11.244  -11.192  -11.192  -11.190  -11.138  -11.136
  -11.050  -11.049  -11.049  -11.041  -11.040  -11.040   -6.531   -4.507   -4.060   -3.350
   -3.311   -3.310   -2.703   -2.121   -2.101   -2.101   -1.822   -1.815   -1.814   -1.305
   -1.279   -1.278    1.140    1.140    1.180    3.073    4.084    4.084    4.092    4.383
    4.383    4.385    4.410    5.519    5.519    5.539    5.736    5.753    5.754    6.454
    6.455    6.455    7.292    7.605    7.606    7.620    7.952    7.952    8.039    8.158
    8.200    8.986    8.989    8.990    9.326    9.596    9.721    9.843    9.843    9.958
   10.113   10.143   10.159   10.159   10.206   10.206   10.491   10.491   10.568   10.780
   10.915   10.932   11.293   11.293   11.304   11.935   12.001   13.364   13.434   13.434
   13.855   13.863   13.863   13.956   14.298   14.327   14.327   14.483   14.533   14.917
   14.946   15.368   15.402   15.402   15.408   15.457   15.457   15.910   15.910   15.949
   16.380   16.380   16.445   16.454   16.893   16.982   17.300   17.324   17.333   17.334
   17.601   17.601   17.690   17.916   18.486   18.562   18.562   18.726   18.807   18.807
   19.518   19.518
            0.075000  0.043301  0.000000
  -62.598  -62.581  -62.581  -62.581  -27.162  -27.162  -27.160  -27.001  -26.930  -26.929
  -26.929  -26.897  -26.897  -26.893  -26.818  -26.814  -11.489  -11.486  -11.486  -11.452
  -11.452  -11.450  -11.329  -11.323  -11.243  -11.193  -11.193  -11.190  -11.141  -11.137
  -11.051  -11.051  -11.051  -11.043  -11.042  -11.042   -6.516   -4.493   -4.045   -3.404
   -3.316   -3.316   -2.697   -2.148   -2.103   -2.102   -1.831   -1.814   -1.813   -1.341
   -1.282   -1.281    1.169    1.169    1.257    3.083    4.104    4.104    4.122    4.400
    4.406    4.406    4.467    5.517    5.517    5.562    5.709    5.749    5.749    6.456
    6.459    6.459    7.300    7.599    7.599    7.631    7.864    7.864    8.055    8.120
    8.215    8.986    8.995    8.995    9.236    9.572    9.734    9.734    9.792    9.936
   10.100   10.122   10.156   10.156   10.255   10.255   10.409   10.409   10.577   10.650
   10.895   10.899   11.326   11.326   11.351   11.841   11.986   13.376   13.528   13.528
   13.847   13.866   13.866   14.019   14.261   14.321   14.321   14.451   14.561   14.867
   14.924   15.367   15.426   15.426   15.433   15.552   15.552   15.959   15.959   16.043
   16.305   16.305   16.439   16.524   16.835   17.030   17.347   17.357   17.376   17.376
   17.512   17.512   17.702   17.993   18.420   18.576   18.576   18.731   18.906   18.906
   19.575   19.575
            0.100000  0.057735  0.000000
  -62.598  -62.581  -62.581  -62.581  -27.160  -27.160  -27.156  -27.001  -26.930  -26.929
  -26.929  -26.899  -26.899  -26.892  -26.821  -26.814  -11.487  -11.483  -11.483  -11.450
  -11.450  -11.447  -11.330  -11.320  -11.241  -11.195  -11.195  -11.189  -11.145  -11.137
  -11.054  -11.053  -11.053  -11.046  -11.043  -11.043   -6.496   -4.473   -4.024   -3.476
   -3.324   -3.324   -2.689   -2.184   -2.104   -2.104   -1.844   -1.813   -1.812   -1.389
   -1.285   -1.285    1.209    1.209    1.360    3.098    4.131    4.131    4.163    4.422
    4.439    4.439    4.545    5.515    5.515    5.594    5.674    5.742    5.743    6.460
    6.465    6.466    7.310    7.589    7.589    7.646    7.747    7.747    8.067    8.077
    8.234    8.986    9.002    9.002    9.141    9.538    9.610    9.610    9.860    9.907
   10.081   10.093   10.147   10.147   10.298   10.298   10.306   10.306   10.470   10.589
   10.844   10.889   11.369   11.369   11.418   11.715   11.965   13.393   13.647   13.647
   13.838   13.874   13.875   14.084   14.215   14.315   14.315   14.410   14.600   14.814
   14.895   15.360   15.452   15.452   15.472   15.677   15.677   16.026   16.026   16.166
   16.223   16.223   16.430   16.599   16.772   17.094   17.400   17.400   17.402   17.414
   17.432   17.432   17.720   18.092   18.345   18.595   18.596   18.741   19.033   19.033
   19.651   19.651
            0.125000  0.072169  0.000000
  -62.597  -62.582  -62.581  -62.581  -27.157  -27.157  -27.152  -27.000  -26.931  -26.929
  -26.929  -26.902  -26.902  -26.891  -26.826  -26.816  -11.485  -11.478  -11.478  -11.448
  -11.448  -11.443  -11.332  -11.316  -11.238  -11.197  -11.197  -11.189  -11.150  -11.138
  -11.058  -11.057  -11.056  -11.050  -11.044  -11.044   -6.470   -4.447   -3.997   -3.564
   -3.333   -3.333   -2.679   -2.229   -2.107   -2.106   -1.860   -1.812   -1.811   -1.450
   -1.290   -1.290    1.259    1.259    1.488    3.117    4.166    4.167    4.214    4.450
    4.480    4.480    4.644    5.512    5.512    5.631    5.635    5.734    5.734    6.463
    6.473    6.473    7.323    7.576    7.577    7.608    7.608    7.665    8.002    8.105
    8.260    8.986    9.012    9.012    9.045    9.474    9.474    9.497    9.873    9.921
   10.057   10.059   10.102   10.102   10.215   10.216   10.254   10.334   10.334   10.605
   10.780   10.879   11.421   11.421   11.503   11.561   11.940   13.414   13.760   13.760
   13.827   13.913   13.913   14.132   14.164   14.309   14.309   14.363   14.648   14.770
   14.858   15.347   15.473   15.473   15.524   15.812   15.812   16.107   16.108   16.159
   16.159   16.311   16.419   16.597   16.784   17.174   17.276   17.276   17.460   17.501
   17.504   17.504   17.741   18.204   18.267   18.618   18.618   18.755   19.181   19.181
   19.703   19.741
            0.150000  0.086603  0.000000
  -62.597  -62.582  -62.581  -62.581  -27.154  -27.154  -27.146  -26.998  -26.933  -26.929
  -26.929  -26.905  -26.905  -26.890  -26.832  -26.817  -11.482  -11.473  -11.473  -11.446
