E	dosup	dosdw	Int
3.44	5.25E-01	5.25E-01	1.01E+02
3.45	6.58E-01	6.57E-01	1.01E+02
3.46	8.16E-01	8.15E-01	1.01E+02
3.47	1.00E+00	9.99E-01	1.01E+02
3.48	1.21E+00	1.21E+00	1.01E+02
3.49	1.46E+00	1.46E+00	1.01E+02
3.5	1.73E+00	1.73E+00	1.01E+02
3.51	2.03E+00	2.03E+00	1.01E+02
3.52	2.36E+00	2.36E+00	1.01E+02
3.53	2.71E+00	2.71E+00	1.01E+02
3.54	3.08E+00	3.08E+00	1.01E+02
3.55	3.47E+00	3.47E+00	1.02E+02
3.56	3.86E+00	3.86E+00	1.02E+02
3.57	4.25E+00	4.25E+00	1.02E+02
3.58	4.63E+00	4.63E+00	1.02E+02
3.59	4.99E+00	4.99E+00	1.02E+02
3.6	5.32E+00	5.31E+00	1.02E+02
3.61	5.60E+00	5.60E+00	1.02E+02
3.62	5.85E+00	5.84E+00	1.02E+02
3.63	6.03E+00	6.03E+00	1.02E+02
3.64	6.16E+00	6.16E+00	1.02E+02
3.65	6.22E+00	6.22E+00	1.03E+02
3.66	6.21E+00	6.21E+00	1.03E+02
3.67	6.14E+00	6.14E+00	1.03E+02
3.68	6.00E+00	6.00E+00	1.03E+02
3.69	5.80E+00	5.80E+00	1.03E+02
3.7	5.55E+00	5.55E+00	1.03E+02
3.71	5.25E+00	5.25E+00	1.03E+02
3.72	4.92E+00	4.92E+00	1.03E+02
3.73	4.56E+00	4.56E+00	1.03E+02
3.74	4.18E+00	4.18E+00	1.04E+02
3.75	3.79E+00	3.79E+00	1.04E+02
3.76	3.41E+00	3.41E+00	1.04E+02
3.77	3.03E+00	3.03E+00	1.04E+02
3.78	2.67E+00	2.67E+00	1.04E+02
3.79	2.34E+00	2.34E+00	1.04E+02
3.8	2.03E+00	2.03E+00	1.04E+02
3.81	1.76E+00	1.76E+00	1.04E+02
3.82	1.52E+00	1.52E+00	1.04E+02
3.83	1.31E+00	1.32E+00	1.04E+02
3.84	1.15E+00	1.15E+00	1.04E+02
3.85	1.02E+00	1.02E+00	1.04E+02
3.86	9.30E-01	9.32E-01	1.04E+02
3.87	8.77E-01	8.78E-01	1.04E+02
3.88	8.58E-01	8.59E-01	1.04E+02
3.89	8.72E-01	8.74E-01	1.04E+02
3.9	9.18E-01	9.20E-01	1.04E+02
3.91	9.92E-01	9.94E-01	1.04E+02
3.92	1.09E+00	1.10E+00	1.04E+02
3.93	1.22E+00	1.22E+00	1.04E+02
3.94	1.36E+00	1.37E+00	1.04E+02
3.95	1.53E+00	1.53E+00	1.04E+02
3.96	1.70E+00	1.71E+00	1.04E+02
3.97	1.89E+00	1.89E+00	1.04E+02
3.98	2.08E+00	2.08E+00	1.04E+02
3.99	2.26E+00	2.26E+00	1.04E+02
4	2.44E+00	2.44E+00	1.04E+02
4.01	2.61E+00	2.61E+00	1.04E+02
4.02	2.76E+00	2.76E+00	1.05E+02
4.03	2.89E+00	2.90E+00	1.05E+02
4.04	3.00E+00	3.00E+00	1.05E+02
4.05	3.08E+00	3.08E+00	1.05E+02
4.06	3.13E+00	3.13E+00	1.05E+02
4.07	3.15E+00	3.15E+00	1.05E+02
4.08	3.14E+00	3.14E+00	1.05E+02
4.09	3.10E+00	3.10E+00	1.05E+02
4.1	3.03E+00	3.03E+00	1.05E+02
4.11	2.94E+00	2.94E+00	1.05E+02
4.12	2.84E+00	2.84E+00	1.05E+02
4.13	2.73E+00	2.72E+00	1.05E+02
4.14	2.61E+00	2.61E+00	1.05E+02
4.15	2.49E+00	2.49E+00	1.05E+02
4.16	2.38E+00	2.38E+00	1.05E+02
4.17	2.29E+00	2.29E+00	1.05E+02
4.18	2.22E+00	2.21E+00	1.05E+02
4.19	2.17E+00	2.16E+00	1.05E+02
4.2	2.15E+00	2.14E+00	1.06E+02
4.21	2.16E+00	2.15E+00	1.06E+02
4.22	2.20E+00	2.20E+00	1.06E+02
4.23	2.28E+00	2.28E+00	1.06E+02
4.24	2.39E+00	2.38E+00	1.06E+02
4.25	2.52E+00	2.52E+00	1.06E+02
4.26	2.68E+00	2.68E+00	1.06E+02
4.27	2.86E+00	2.86E+00	1.06E+02
4.28	3.06E+00	3.05E+00	1.06E+02
4.29	3.25E+00	3.25E+00	1.06E+02
4.3	3.45E+00	3.45E+00	1.06E+02
4.31	3.63E+00	3.63E+00	1.06E+02
4.32	3.80E+00	3.80E+00	1.06E+02
4.33	3.94E+00	3.94E+00	1.06E+02
4.34	4.05E+00	4.05E+00	1.06E+02
4.35	4.13E+00	4.13E+00	1.06E+02
4.36	4.17E+00	4.17E+00	1.07E+02
4.37	4.16E+00	4.16E+00	1.07E+02
4.38	4.12E+00	4.12E+00	1.07E+02
4.39	4.03E+00	4.03E+00	1.07E+02
4.4	3.90E+00	3.90E+00	1.07E+02
4.41	3.74E+00	3.74E+00	1.07E+02
4.42	3.54E+00	3.54E+00	1.07E+02
4.43	3.32E+00	3.32E+00	1.07E+02
4.44	3.08E+00	3.09E+00	1.07E+02
4.45	2.83E+00	2.83E+00	1.07E+02
4.46	2.57E+00	2.57E+00	1.07E+02
4.47	2.31E+00	2.31E+00	1.07E+02
4.48	2.05E+00	2.06E+00	1.07E+02
4.49	1.81E+00	1.81E+00	1.07E+02
4.5	1.57E+00	1.57E+00	1.07E+02
4.51	1.35E+00	1.35E+00	1.07E+02
4.52	1.15E+00	1.15E+00	1.07E+02
4.53	9.71E-01	9.72E-01	1.07E+02
4.54	8.10E-01	8.11E-01	1.07E+02
4.55	6.69E-01	6.70E-01	1.08E+02
4.56	5.48E-01	5.48E-01	1.08E+02
4.57	4.45E-01	4.45E-01	1.08E+02
4.58	3.59E-01	3.60E-01	1.08E+02
4.59	2.90E-01	2.90E-01	1.08E+02
4.6	2.36E-01	2.36E-01	1.08E+02
4.61	1.95E-01	1.95E-01	1.08E+02
4.62	1.67E-01	1.67E-01	1.08E+02
4.63	1.51E-01	1.51E-01	1.08E+02
4.64	1.47E-01	1.47E-01	1.08E+02
4.65	1.55E-01	1.55E-01	1.08E+02
4.66	1.75E-01	1.75E-01	1.08E+02
4.67	2.09E-01	2.09E-01	1.08E+02
4.68	2.58E-01	2.58E-01	1.08E+02
4.69	3.23E-01	3.23E-01	1.08E+02
4.7	4.06E-01	4.07E-01	1.08E+02
4.71	5.11E-01	5.12E-01	1.08E+02
4.72	6.39E-01	6.40E-01	1.08E+02
4.73	7.94E-01	7.95E-01	1.08E+02
4.74	9.76E-01	9.78E-01	1.08E+02
4.75	1.19E+00	1.19E+00	1.08E+02
4.76	1.44E+00	1.44E+00	1.08E+02
4.77	1.72E+00	1.72E+00	1.08E+02
4.78	2.03E+00	2.03E+00	1.08E+02
4.79	2.38E+00	2.38E+00	1.08E+02
4.8	2.76E+00	2.76E+00	1.08E+02
4.81	3.17E+00	3.17E+00	1.08E+02
4.82	3.60E+00	3.60E+00	1.08E+02
4.83	4.06E+00	4.06E+00	1.08E+02
4.84	4.53E+00	4.53E+00	1.08E+02
4.85	5.02E+00	5.02E+00	1.08E+02
4.86	5.50E+00	5.50E+00	1.08E+02
4.87	5.99E+00	5.99E+00	1.09E+02
4.88	6.46E+00	6.46E+00	1.09E+02
4.89	6.92E+00	6.92E+00	1.09E+02
4.9	7.35E+00	7.35E+00	1.09E+02
4.91	7.76E+00	7.76E+00	1.09E+02
4.92	8.14E+00	8.14E+00	1.09E+02
4.93	8.49E+00	8.49E+00	1.09E+02
4.94	8.80E+00	8.80E+00	1.10E+02
4.95	9.08E+00	9.08E+00	1.10E+02
4.96	9.33E+00	9.32E+00	1.10E+02
4.97	9.54E+00	9.54E+00	1.10E+02
4.98	9.73E+00	9.73E+00	1.10E+02
4.99	9.89E+00	9.88E+00	1.11E+02
5	1.00E+01	1.00E+01	1.11E+02
5.01	1.01E+01	1.01E+01	1.11E+02
5.02	1.02E+01	1.02E+01	1.11E+02
5.03	1.03E+01	1.03E+01	1.11E+02
5.04	1.04E+01	1.04E+01	1.12E+02
5.05	1.04E+01	1.04E+01	1.12E+02
5.06	1.04E+01	1.04E+01	1.12E+02
5.07	1.05E+01	1.05E+01	1.12E+02
5.08	1.05E+01	1.05E+01	1.12E+02
5.09	1.05E+01	1.05E+01	1.13E+02
5.1	1.04E+01	1.04E+01	1.13E+02
5.11	1.04E+01	1.04E+01	1.13E+02
5.12	1.04E+01	1.04E+01	1.13E+02
5.13	1.03E+01	1.03E+01	1.13E+02
5.14	1.02E+01	1.02E+01	1.14E+02
5.15	1.01E+01	1.01E+01	1.14E+02
5.16	9.97E+00	9.97E+00	1.14E+02
5.17	9.83E+00	9.83E+00	1.14E+02
5.18	9.67E+00	9.67E+00	1.14E+02
5.19	9.50E+00	9.50E+00	1.15E+02
5.2	9.32E+00	9.32E+00	1.15E+02
5.21	9.14E+00	9.14E+00	1.15E+02
5.22	8.95E+00	8.95E+00	1.15E+02
5.23	8.77E+00	8.77E+00	1.15E+02
5.24	8.61E+00	8.61E+00	1.16E+02
5.25	8.47E+00	8.47E+00	1.16E+02
5.26	8.37E+00	8.37E+00	1.16E+02
5.27	8.31E+00	8.31E+00	1.16E+02
5.28	8.31E+00	8.31E+00	1.16E+02
5.29	8.37E+00	8.37E+00	1.16E+02
5.3	8.50E+00	8.50E+00	1.17E+02
5.31	8.70E+00	8.70E+00	1.17E+02
5.32	8.98E+00	8.98E+00	1.17E+02
5.33	9.32E+00	9.32E+00	1.17E+02
5.34	9.74E+00	9.74E+00	1.17E+02
5.35	1.02E+01	1.02E+01	1.17E+02
5.36	1.07E+01	1.07E+01	1.18E+02
5.37	1.13E+01	1.13E+01	1.18E+02
5.38	1.18E+01	1.18E+01	1.18E+02
5.39	1.24E+01	1.24E+01	1.18E+02
5.4	1.29E+01	1.30E+01	1.19E+02
5.41	1.34E+01	1.34E+01	1.19E+02
5.42	1.39E+01	1.39E+01	1.19E+02
5.43	1.42E+01	1.42E+01	1.19E+02
5.44	1.45E+01	1.45E+01	1.20E+02
5.45	1.47E+01	1.47E+01	1.20E+02
5.46	1.47E+01	1.47E+01	1.20E+02
5.47	1.46E+01	1.46E+01	1.21E+02
5.48	1.44E+01	1.44E+01	1.21E+02
5.49	1.41E+01	1.41E+01	1.21E+02
5.5	1.37E+01	1.37E+01	1.21E+02
5.51	1.32E+01	1.32E+01	1.22E+02
5.52	1.26E+01	1.26E+01	1.22E+02
5.53	1.19E+01	1.19E+01	1.22E+02
5.54	1.12E+01	1.12E+01	1.22E+02
5.55	1.05E+01	1.05E+01	1.23E+02
5.56	9.70E+00	9.70E+00	1.23E+02
5.57	8.94E+00	8.94E+00	1.23E+02
5.58	8.20E+00	8.20E+00	1.23E+02
5.59	7.50E+00	7.50E+00	1.23E+02
5.6	6.84E+00	6.84E+00	1.23E+02
5.61	6.24E+00	6.24E+00	1.24E+02
5.62	5.71E+00	5.70E+00	1.24E+02
5.63	5.24E+00	5.23E+00	1.24E+02
5.64	4.84E+00	4.83E+00	1.24E+02
5.65	4.50E+00	4.50E+00	1.24E+02
5.66	4.24E+00	4.23E+00	1.24E+02
5.67	4.03E+00	4.03E+00	1.24E+02
5.68	3.88E+00	3.87E+00	1.24E+02
5.69	3.77E+00	3.76E+00	1.24E+02
5.7	3.69E+00	3.69E+00	1.24E+02
5.71	3.65E+00	3.64E+00	1.24E+02
5.72	3.62E+00	3.62E+00	1.25E+02
5.73	3.61E+00	3.61E+00	1.25E+02
5.74	3.60E+00	3.60E+00	1.25E+02
5.75	3.60E+00	3.60E+00	1.25E+02
5.76	3.60E+00	3.60E+00	1.25E+02
5.77	3.60E+00	3.60E+00	1.25E+02
5.78	3.61E+00	3.61E+00	1.25E+02
5.79	3.62E+00	3.62E+00	1.25E+02
5.8	3.65E+00	3.65E+00	1.25E+02
5.81	3.69E+00	3.69E+00	1.25E+02
5.82	3.77E+00	3.77E+00	1.25E+02
5.83	3.88E+00	3.87E+00	1.25E+02
5.84	4.03E+00	4.03E+00	1.25E+02
5.85	4.23E+00	4.23E+00	1.26E+02
5.86	4.50E+00	4.50E+00	1.26E+02
5.87	4.82E+00	4.82E+00	1.26E+02
5.88	5.22E+00	5.21E+00	1.26E+02
5.89	5.67E+00	5.67E+00	1.26E+02
5.9	6.19E+00	6.19E+00	1.26E+02
5.91	6.77E+00	6.77E+00	1.26E+02
5.92	7.39E+00	7.39E+00	1.26E+02
5.93	8.04E+00	8.04E+00	1.27E+02
5.94	8.71E+00	8.71E+00	1.27E+02
5.95	9.38E+00	9.38E+00	1.27E+02
5.96	1.00E+01	1.00E+01	1.27E+02
5.97	1.06E+01	1.06E+01	1.27E+02
5.98	1.12E+01	1.12E+01	1.28E+02
5.99	1.17E+01	1.17E+01	1.28E+02
6	1.20E+01	1.20E+01	1.28E+02
6.01	1.23E+01	1.23E+01	1.28E+02
6.02	1.25E+01	1.25E+01	1.28E+02
6.03	1.25E+01	1.25E+01	1.29E+02
6.04	1.24E+01	1.24E+01	1.29E+02
6.05	1.21E+01	1.21E+01	1.29E+02
6.06	1.18E+01	1.18E+01	1.29E+02
6.07	1.13E+01	1.13E+01	1.30E+02
6.08	1.08E+01	1.08E+01	1.30E+02
6.09	1.01E+01	1.01E+01	1.30E+02
6.1	9.42E+00	9.42E+00	1.30E+02
6.11	8.68E+00	8.69E+00	1.30E+02
6.12	7.93E+00	7.93E+00	1.31E+02
6.13	7.17E+00	7.18E+00	1.31E+02
6.14	6.44E+00	6.44E+00	1.31E+02
6.15	5.74E+00	5.74E+00	1.31E+02
6.16	5.08E+00	5.09E+00	1.31E+02
6.17	4.49E+00	4.49E+00	1.31E+02
6.18	3.97E+00	3.97E+00	1.31E+02
6.19	3.53E+00	3.53E+00	1.31E+02
6.2	3.17E+00	3.17E+00	1.31E+02
6.21	2.90E+00	2.91E+00	1.31E+02
6.22	2.73E+00	2.73E+00	1.32E+02
6.23	2.64E+00	2.64E+00	1.32E+02
6.24	2.64E+00	2.64E+00	1.32E+02
6.25	2.73E+00	2.73E+00	1.32E+02
6.26	2.90E+00	2.90E+00	1.32E+02
6.27	3.15E+00	3.15E+00	1.32E+02
6.28	3.47E+00	3.47E+00	1.32E+02
6.29	3.86E+00	3.86E+00	1.32E+02
6.3	4.30E+00	4.30E+00	1.32E+02
6.31	4.78E+00	4.78E+00	1.32E+02
6.32	5.29E+00	5.29E+00	1.32E+02
6.33	5.82E+00	5.83E+00	1.32E+02
6.34	6.36E+00	6.36E+00	1.32E+02
6.35	6.89E+00	6.89E+00	1.33E+02
6.36	7.39E+00	7.39E+00	1.33E+02
6.37	7.86E+00	7.86E+00	1.33E+02
6.38	8.27E+00	8.27E+00	1.33E+02
6.39	8.61E+00	8.61E+00	1.33E+02
6.4	8.88E+00	8.88E+00	1.33E+02
6.41	9.06E+00	9.06E+00	1.34E+02
6.42	9.16E+00	9.16E+00	1.34E+02
6.43	9.16E+00	9.15E+00	1.34E+02
6.44	9.06E+00	9.06E+00	1.34E+02
6.45	8.88E+00	8.87E+00	1.34E+02
6.46	8.61E+00	8.60E+00	1.35E+02
6.47	8.26E+00	8.26E+00	1.35E+02
6.48	7.85E+00	7.85E+00	1.35E+02
6.49	7.39E+00	7.39E+00	1.35E+02
6.5	6.89E+00	6.89E+00	1.35E+02
6.51	6.37E+00	6.37E+00	1.35E+02
6.52	5.84E+00	5.84E+00	1.35E+02
6.53	5.32E+00	5.31E+00	1.35E+02
6.54	4.81E+00	4.81E+00	1.36E+02
6.55	4.34E+00	4.33E+00	1.36E+02
6.56	3.90E+00	3.90E+00	1.36E+02
6.57	3.52E+00	3.52E+00	1.36E+02
6.58	3.20E+00	3.20E+00	1.36E+02
6.59	2.94E+00	2.94E+00	1.36E+02
6.6	2.76E+00	2.76E+00	1.36E+02
6.61	2.64E+00	2.64E+00	1.36E+02
6.62	2.60E+00	2.60E+00	1.36E+02
6.63	2.62E+00	2.63E+00	1.36E+02
6.64	2.72E+00	2.72E+00	1.36E+02
6.65	2.89E+00	2.89E+00	1.36E+02
6.66	3.11E+00	3.11E+00	1.36E+02
6.67	3.40E+00	3.40E+00	1.36E+02
6.68	3.73E+00	3.73E+00	1.36E+02
6.69	4.10E+00	4.10E+00	1.37E+02
6.7	4.51E+00	4.51E+00	1.37E+02
6.71	4.94E+00	4.94E+00	1.37E+02
6.72	5.39E+00	5.39E+00	1.37E+02
6.73	5.85E+00	5.85E+00	1.37E+02
6.74	6.30E+00	6.30E+00	1.37E+02
6.75	6.74E+00	6.74E+00	1.37E+02
6.76	7.17E+00	7.17E+00	1.37E+02
6.77	7.57E+00	7.57E+00	1.38E+02
6.78	7.94E+00	7.94E+00	1.38E+02
6.79	8.27E+00	8.28E+00	1.38E+02
6.8	8.57E+00	8.57E+00	1.38E+02
6.81	8.83E+00	8.83E+00	1.38E+02
6.82	9.04E+00	9.04E+00	1.38E+02
6.83	9.20E+00	9.20E+00	1.39E+02
6.84	9.32E+00	9.32E+00	1.39E+02
6.85	9.40E+00	9.40E+00	1.39E+02
6.86	9.43E+00	9.43E+00	1.39E+02
6.87	9.42E+00	9.42E+00	1.39E+02
6.88	9.36E+00	9.36E+00	1.39E+02
6.89	9.25E+00	9.25E+00	1.40E+02
6.9	9.10E+00	9.10E+00	1.40E+02
6.91	8.91E+00	8.91E+00	1.40E+02
6.92	8.67E+00	8.67E+00	1.40E+02
6.93	8.39E+00	8.39E+00	1.40E+02
6.94	8.06E+00	8.06E+00	1.41E+02
6.95	7.70E+00	7.70E+00	1.41E+02
6.96	7.31E+00	7.31E+00	1.41E+02
6.97	6.89E+00	6.89E+00	1.41E+02
6.98	6.44E+00	6.44E+00	1.41E+02
6.99	5.98E+00	5.98E+00	1.41E+02
7	5.51E+00	5.51E+00	1.41E+02
7.01	5.03E+00	5.03E+00	1.41E+02
7.02	4.57E+00	4.57E+00	1.42E+02
7.03	4.12E+00	4.12E+00	1.42E+02
7.04	3.69E+00	3.69E+00	1.42E+02
7.05	3.29E+00	3.29E+00	1.42E+02
7.06	2.92E+00	2.92E+00	1.42E+02
7.07	2.60E+00	2.60E+00	1.42E+02
7.08	2.32E+00	2.32E+00	1.42E+02
7.09	2.10E+00	2.10E+00	1.42E+02
7.1	1.93E+00	1.93E+00	1.42E+02
7.11	1.81E+00	1.81E+00	1.42E+02
7.12	1.75E+00	1.75E+00	1.42E+02
7.13	1.75E+00	1.75E+00	1.42E+02
7.14	1.81E+00	1.81E+00	1.42E+02
7.15	1.92E+00	1.93E+00	1.42E+02
7.16	2.09E+00	2.10E+00	1.42E+02
7.17	2.32E+00	2.32E+00	1.42E+02
7.18	2.59E+00	2.60E+00	1.42E+02
7.19	2.91E+00	2.92E+00	1.42E+02
7.2	3.27E+00	3.28E+00	1.42E+02
7.21	3.66E+00	3.67E+00	1.42E+02
7.22	4.08E+00	4.09E+00	1.43E+02
7.23	4.52E+00	4.52E+00	1.43E+02
7.24	4.96E+00	4.96E+00	1.43E+02
7.25	5.40E+00	5.41E+00	1.43E+02
7.26	5.83E+00	5.84E+00	1.43E+02
7.27	6.24E+00	6.25E+00	1.43E+02
7.28	6.62E+00	6.63E+00	1.43E+02
7.29	6.97E+00	6.97E+00	1.43E+02
7.3	7.27E+00	7.28E+00	1.44E+02
7.31	7.54E+00	7.54E+00	1.44E+02
7.32	7.75E+00	7.75E+00	1.44E+02
7.33	7.92E+00	7.93E+00	1.44E+02
7.34	8.06E+00	8.06E+00	1.44E+02
7.35	8.16E+00	8.17E+00	1.44E+02
7.36	8.25E+00	8.25E+00	1.44E+02
7.37	8.32E+00	8.32E+00	1.45E+02
7.38	8.40E+00	8.40E+00	1.45E+02
7.39	8.49E+00	8.49E+00	1.45E+02
7.4	8.61E+00	8.61E+00	1.45E+02
7.41	8.77E+00	8.77E+00	1.45E+02
7.42	8.98E+00	8.98E+00	1.46E+02
7.43	9.24E+00	9.24E+00	1.46E+02
7.44	9.57E+00	9.56E+00	1.46E+02
7.45	9.95E+00	9.95E+00	1.46E+02
7.46	1.04E+01	1.04E+01	1.46E+02
7.47	1.09E+01	1.09E+01	1.47E+02
7.48	1.14E+01	1.14E+01	1.47E+02
7.49	1.20E+01	1.20E+01	1.47E+02
7.5	1.25E+01	1.25E+01	1.47E+02
7.51	1.31E+01	1.31E+01	1.48E+02
7.52	1.36E+01	1.36E+01	1.48E+02
7.53	1.41E+01	1.40E+01	1.48E+02
7.54	1.44E+01	1.44E+01	1.48E+02
7.55	1.47E+01	1.47E+01	1.49E+02
7.56	1.49E+01	1.49E+01	1.49E+02
7.57	1.50E+01	1.50E+01	1.49E+02
7.58	1.50E+01	1.50E+01	1.50E+02
7.59	1.48E+01	1.48E+01	1.50E+02
7.6	1.45E+01	1.45E+01	1.50E+02
7.61	1.41E+01	1.41E+01	1.50E+02
7.62	1.36E+01	1.36E+01	1.51E+02
7.63	1.29E+01	1.29E+01	1.51E+02
7.64	1.22E+01	1.22E+01	1.51E+02
7.65	1.14E+01	1.14E+01	1.51E+02
7.66	1.06E+01	1.06E+01	1.52E+02
7.67	9.70E+00	9.70E+00	1.52E+02
7.68	8.81E+00	8.81E+00	1.52E+02
7.69	7.93E+00	7.93E+00	1.52E+02
7.7	7.07E+00	7.07E+00	1.52E+02
7.71	6.24E+00	6.24E+00	1.52E+02
7.72	5.45E+00	5.46E+00	1.53E+02
7.73	4.73E+00	4.73E+00	1.53E+02
7.74	4.06E+00	4.06E+00	1.53E+02
7.75	3.46E+00	3.46E+00	1.53E+02
7.76	2.93E+00	2.93E+00	1.53E+02
7.77	2.47E+00	2.47E+00	1.53E+02
7.78	2.08E+00	2.08E+00	1.53E+02
7.79	1.75E+00	1.75E+00	1.53E+02
7.8	1.49E+00	1.49E+00	1.53E+02
7.81	1.29E+00	1.30E+00	1.53E+02
7.82	1.16E+00	1.16E+00	1.53E+02
7.83	1.07E+00	1.07E+00	1.53E+02
7.84	1.04E+00	1.04E+00	1.53E+02
7.85	1.06E+00	1.06E+00	1.53E+02
7.86	1.12E+00	1.12E+00	1.53E+02
7.87	1.23E+00	1.23E+00	1.53E+02
7.88	1.38E+00	1.38E+00	1.53E+02
7.89	1.58E+00	1.58E+00	1.53E+02
7.9	1.82E+00	1.82E+00	1.53E+02
7.91	2.09E+00	2.09E+00	1.53E+02
7.92	2.41E+00	2.41E+00	1.53E+02
7.93	2.76E+00	2.76E+00	1.53E+02
7.94	3.15E+00	3.14E+00	1.53E+02
7.95	3.56E+00	3.56E+00	1.54E+02
7.96	4.01E+00	4.01E+00	1.54E+02
7.97	4.48E+00	4.47E+00	1.54E+02
7.98	4.96E+00	4.96E+00	1.54E+02
7.99	5.47E+00	5.46E+00	1.54E+02
8	5.97E+00	5.97E+00	1.54E+02
8.01	6.48E+00	6.47E+00	1.54E+02
8.02	6.98E+00	6.97E+00	1.54E+02
8.03	7.46E+00	7.46E+00	1.54E+02
8.04	7.92E+00	7.92E+00	1.55E+02
8.05	8.35E+00	8.34E+00	1.55E+02
8.06	8.73E+00	8.73E+00	1.55E+02
8.07	9.07E+00	9.06E+00	1.55E+02
8.08	9.35E+00	9.34E+00	1.55E+02
8.09	9.57E+00	9.56E+00	1.55E+02
8.1	9.72E+00	9.71E+00	1.56E+02
8.11	9.80E+00	9.79E+00	1.56E+02
8.12	9.81E+00	9.80E+00	1.56E+02
8.13	9.74E+00	9.74E+00	1.56E+02
8.14	9.61E+00	9.61E+00	1.56E+02
8.15	9.41E+00	9.41E+00	1.57E+02
8.16	9.16E+00	9.16E+00	1.57E+02
8.17	8.85E+00	8.85E+00	1.57E+02
8.18	8.50E+00	8.50E+00	1.57E+02
8.19	8.12E+00	8.12E+00	1.57E+02
8.2	7.72E+00	7.72E+00	1.57E+02
8.21	7.32E+00	7.32E+00	1.58E+02
8.22	6.92E+00	6.93E+00	1.58E+02
8.23	6.55E+00	6.55E+00	1.58E+02
8.24	6.20E+00	6.20E+00	1.58E+02
8.25	5.90E+00	5.90E+00	1.58E+02
8.26	5.64E+00	5.64E+00	1.58E+02
8.27	5.44E+00	5.44E+00	1.58E+02
8.28	5.30E+00	5.30E+00	1.58E+02
8.29	5.22E+00	5.21E+00	1.59E+02
8.3	5.19E+00	5.19E+00	1.59E+02
8.31	5.23E+00	5.22E+00	1.59E+02
8.32	5.31E+00	5.30E+00	1.59E+02
8.33	5.43E+00	5.42E+00	1.59E+02
8.34	5.59E+00	5.58E+00	1.59E+02
8.35	5.76E+00	5.76E+00	1.59E+02
8.36	5.95E+00	5.95E+00	1.59E+02
8.37	6.14E+00	6.13E+00	1.59E+02
8.38	6.31E+00	6.31E+00	1.60E+02
8.39	6.47E+00	6.47E+00	1.60E+02
8.4	6.59E+00	6.59E+00	1.60E+02
8.41	6.69E+00	6.69E+00	1.60E+02
8.42	6.74E+00	6.74E+00	1.60E+02
8.43	6.76E+00	6.76E+00	1.60E+02
8.44	6.74E+00	6.75E+00	1.60E+02
8.45	6.69E+00	6.70E+00	1.61E+02
8.46	6.62E+00	6.62E+00	1.61E+02
8.47	6.52E+00	6.53E+00	1.61E+02
8.48	6.42E+00	6.43E+00	1.61E+02
8.49	6.31E+00	6.32E+00	1.61E+02
8.5	6.22E+00	6.23E+00	1.61E+02
8.51	6.14E+00	6.15E+00	1.61E+02
8.52	6.08E+00	6.09E+00	1.61E+02
8.53	6.05E+00	6.06E+00	1.62E+02
8.54	6.05E+00	6.06E+00	1.62E+02
8.55	6.07E+00	6.08E+00	1.62E+02
8.56	6.13E+00	6.13E+00	1.62E+02
8.57	6.20E+00	6.21E+00	1.62E+02
8.58	6.29E+00	6.30E+00	1.62E+02
8.59	6.39E+00	6.39E+00	1.62E+02
8.6	6.48E+00	6.49E+00	1.62E+02
8.61	6.56E+00	6.57E+00	1.63E+02
8.62	6.62E+00	6.62E+00	1.63E+02
8.63	6.65E+00	6.65E+00	1.63E+02
8.64	6.64E+00	6.64E+00	1.63E+02
8.65	6.58E+00	6.58E+00	1.63E+02
8.66	6.48E+00	6.48E+00	1.63E+02
8.67	6.32E+00	6.32E+00	1.63E+02
8.68	6.12E+00	6.12E+00	1.63E+02
8.69	5.87E+00	5.87E+00	1.64E+02
8.7	5.59E+00	5.59E+00	1.64E+02
8.71	5.27E+00	5.27E+00	1.64E+02
8.72	4.92E+00	4.92E+00	1.64E+02
8.73	4.56E+00	4.56E+00	1.64E+02
8.74	4.19E+00	4.19E+00	1.64E+02
8.75	3.83E+00	3.83E+00	1.64E+02
8.76	3.48E+00	3.48E+00	1.64E+02
8.77	3.15E+00	3.15E+00	1.64E+02
8.78	2.85E+00	2.85E+00	1.64E+02
8.79	2.59E+00	2.59E+00	1.64E+02
8.8	2.37E+00	2.37E+00	1.64E+02
8.81	2.19E+00	2.19E+00	1.64E+02
8.82	2.05E+00	2.06E+00	1.65E+02
8.83	1.97E+00	1.97E+00	1.65E+02
8.84	1.93E+00	1.93E+00	1.65E+02
8.85	1.94E+00	1.94E+00	1.65E+02
8.86	1.99E+00	1.99E+00	1.65E+02
8.87	2.08E+00	2.09E+00	1.65E+02
8.88	2.22E+00	2.22E+00	1.65E+02
8.89	2.38E+00	2.38E+00	1.65E+02
8.9	2.58E+00	2.58E+00	1.65E+02
8.91	2.80E+00	2.80E+00	1.65E+02
8.92	3.05E+00	3.05E+00	1.65E+02
8.93	3.32E+00	3.32E+00	1.65E+02
8.94	3.60E+00	3.60E+00	1.65E+02
8.95	3.91E+00	3.91E+00	1.65E+02
8.96	4.24E+00	4.24E+00	1.65E+02
8.97	4.59E+00	4.59E+00	1.65E+02
8.98	4.96E+00	4.96E+00	1.65E+02
8.99	5.35E+00	5.35E+00	1.66E+02
9	5.78E+00	5.78E+00	1.66E+02
9.01	6.24E+00	6.24E+00	1.66E+02
9.02	6.73E+00	6.73E+00	1.66E+02
