E	dosup	dosdw	Int
-28.11	3.38E-21	3.22E-21	1.02E-22
-28.1	9.33E-21	8.89E-21	2.85E-22
-28.09	2.55E-20	2.43E-20	7.83E-22
-28.08	6.89E-20	6.57E-20	2.13E-21
-28.07	1.84E-19	1.76E-19	5.73E-21
-28.06	4.88E-19	4.66E-19	1.53E-20
-28.05	1.28E-18	1.22E-18	4.02E-20
-28.04	3.31E-18	3.16E-18	1.05E-19
-28.03	8.47E-18	8.10E-18	2.71E-19
-28.02	2.15E-17	2.05E-17	6.90E-19
-28.01	5.38E-17	5.15E-17	1.74E-18
-28	1.33E-16	1.28E-16	4.35E-18
-27.99	3.27E-16	3.14E-16	1.08E-17
-27.98	7.94E-16	7.61E-16	2.63E-17
-27.97	1.91E-15	1.83E-15	6.37E-17
-27.96	4.53E-15	4.35E-15	1.52E-16
-27.95	1.06E-14	1.02E-14	3.61E-16
-27.94	2.47E-14	2.38E-14	8.46E-16
-27.93	5.69E-14	5.47E-14	1.96E-15
-27.92	1.29E-13	1.25E-13	4.50E-15
-27.91	2.91E-13	2.80E-13	1.02E-14
-27.9	6.49E-13	6.24E-13	2.30E-14
-27.89	1.43E-12	1.38E-12	5.10E-14
-27.88	3.11E-12	3.00E-12	1.12E-13
-27.87	6.71E-12	6.47E-12	2.44E-13
-27.86	1.43E-11	1.38E-11	5.25E-13
-27.85	3.02E-11	2.92E-11	1.12E-12
-27.84	6.31E-11	6.09E-11	2.36E-12
-27.83	1.30E-10	1.26E-10	4.92E-12
-27.82	2.66E-10	2.57E-10	1.02E-11
-27.81	5.38E-10	5.20E-10	2.07E-11
-27.8	1.08E-09	1.04E-09	4.19E-11
-27.79	2.13E-09	2.06E-09	8.38E-11
-27.78	4.17E-09	4.04E-09	1.66E-10
-27.77	8.07E-09	7.82E-09	3.25E-10
-27.76	1.55E-08	1.50E-08	6.30E-10
-27.75	2.93E-08	2.85E-08	1.21E-09
-27.74	5.50E-08	5.34E-08	2.29E-09
-27.73	1.02E-07	9.91E-08	4.30E-09
-27.72	1.87E-07	1.82E-07	8.00E-09
-27.71	3.40E-07	3.31E-07	1.47E-08
-27.7	6.12E-07	5.95E-07	2.68E-08
-27.69	1.09E-06	1.06E-06	4.83E-08
-27.68	1.91E-06	1.86E-06	8.60E-08
-27.67	3.33E-06	3.25E-06	1.52E-07
-27.66	5.74E-06	5.60E-06	2.65E-07
-27.65	9.79E-06	9.54E-06	4.59E-07
-27.64	1.65E-05	1.61E-05	7.85E-07
-27.63	2.76E-05	2.69E-05	1.33E-06
-27.62	4.55E-05	4.44E-05	2.23E-06
-27.61	7.44E-05	7.27E-05	3.70E-06
-27.6	1.20E-04	1.18E-04	6.08E-06
-27.59	1.92E-04	1.88E-04	9.88E-06
-27.58	3.05E-04	2.98E-04	1.59E-05
-27.57	4.78E-04	4.68E-04	2.54E-05
-27.56	7.41E-04	7.26E-04	4.00E-05
-27.55	1.14E-03	1.11E-03	6.25E-05
-27.54	1.73E-03	1.69E-03	9.68E-05
-27.53	2.60E-03	2.55E-03	1.48E-04
-27.52	3.87E-03	3.79E-03	2.25E-04
-27.51	5.69E-03	5.59E-03	3.38E-04
-27.5	8.30E-03	8.15E-03	5.02E-04
-27.49	1.20E-02	1.18E-02	7.40E-04
-27.48	1.71E-02	1.68E-02	1.08E-03
-27.47	2.42E-02	2.38E-02	1.56E-03
-27.46	3.39E-02	3.34E-02	2.23E-03
-27.45	4.70E-02	4.62E-02	3.16E-03
-27.44	6.44E-02	6.35E-02	4.44E-03
-27.43	8.75E-02	8.63E-02	6.18E-03
-27.42	1.18E-01	1.16E-01	8.52E-03
-27.41	1.57E-01	1.55E-01	1.16E-02
-27.4	2.07E-01	2.04E-01	1.58E-02
-27.39	2.70E-01	2.67E-01	2.11E-02
-27.38	3.50E-01	3.46E-01	2.81E-02
-27.37	4.48E-01	4.43E-01	3.70E-02
-27.36	5.69E-01	5.63E-01	4.83E-02
-27.35	7.15E-01	7.08E-01	6.25E-02
-27.34	8.91E-01	8.82E-01	8.03E-02
-27.33	1.10E+00	1.09E+00	1.02E-01
-27.32	1.35E+00	1.33E+00	1.29E-01
-27.31	1.63E+00	1.62E+00	1.62E-01
-27.3	1.96E+00	1.95E+00	2.01E-01
-27.29	2.34E+00	2.32E+00	2.47E-01
-27.28	2.77E+00	2.74E+00	3.02E-01
-27.27	3.24E+00	3.22E+00	3.67E-01
-27.26	3.77E+00	3.75E+00	4.42E-01
-27.25	4.36E+00	4.33E+00	5.29E-01
-27.24	5.00E+00	4.96E+00	6.29E-01
-27.23	5.69E+00	5.65E+00	7.42E-01
-27.22	6.43E+00	6.40E+00	8.70E-01
-27.21	7.23E+00	7.19E+00	1.02E+00
-27.2	8.09E+00	8.04E+00	1.18E+00
-27.19	8.99E+00	8.94E+00	1.36E+00
-27.18	9.95E+00	9.90E+00	1.55E+00
-27.17	1.10E+01	1.09E+01	1.77E+00
-27.16	1.20E+01	1.20E+01	2.01E+00
-27.15	1.32E+01	1.31E+01	2.28E+00
-27.14	1.43E+01	1.43E+01	2.56E+00
-27.13	1.56E+01	1.55E+01	2.87E+00
-27.12	1.69E+01	1.68E+01	3.21E+00
-27.11	1.82E+01	1.81E+01	3.57E+00
-27.1	1.96E+01	1.95E+01	3.96E+00
-27.09	2.11E+01	2.10E+01	4.38E+00
-27.08	2.26E+01	2.25E+01	4.83E+00
-27.07	2.41E+01	2.40E+01	5.32E+00
-27.06	2.57E+01	2.56E+01	5.83E+00
-27.05	2.72E+01	2.71E+01	6.37E+00
-27.04	2.88E+01	2.87E+01	6.95E+00
-27.03	3.02E+01	3.02E+01	7.55E+00
-27.02	3.17E+01	3.16E+01	8.18E+00
-27.01	3.30E+01	3.29E+01	8.84E+00
-27	3.42E+01	3.41E+01	9.52E+00
-26.99	3.52E+01	3.51E+01	1.02E+01
-26.98	3.60E+01	3.60E+01	1.09E+01
-26.97	3.66E+01	3.66E+01	1.17E+01
-26.96	3.70E+01	3.70E+01	1.24E+01
-26.95	3.72E+01	3.72E+01	1.32E+01
-26.94	3.71E+01	3.71E+01	1.39E+01
-26.93	3.68E+01	3.68E+01	1.46E+01
-26.92	3.62E+01	3.62E+01	1.54E+01
-26.91	3.53E+01	3.54E+01	1.61E+01
-26.9	3.43E+01	3.44E+01	1.68E+01
-26.89	3.30E+01	3.31E+01	1.74E+01
-26.88	3.16E+01	3.17E+01	1.81E+01
-26.87	3.00E+01	3.01E+01	1.87E+01
-26.86	2.83E+01	2.84E+01	1.92E+01
-26.85	2.65E+01	2.66E+01	1.98E+01
-26.84	2.46E+01	2.47E+01	2.02E+01
-26.83	2.27E+01	2.28E+01	2.07E+01
-26.82	2.08E+01	2.09E+01	2.11E+01
-26.81	1.89E+01	1.90E+01	2.15E+01
-26.8	1.71E+01	1.72E+01	2.18E+01
-26.79	1.53E+01	1.54E+01	2.22E+01
-26.78	1.37E+01	1.38E+01	2.24E+01
-26.77	1.21E+01	1.22E+01	2.27E+01
-26.76	1.06E+01	1.07E+01	2.29E+01
-26.75	9.22E+00	9.29E+00	2.31E+01
-26.74	7.97E+00	8.03E+00	2.32E+01
-26.73	6.84E+00	6.89E+00	2.34E+01
-26.72	5.82E+00	5.87E+00	2.35E+01
-26.71	4.91E+00	4.96E+00	2.36E+01
-26.7	4.12E+00	4.15E+00	2.37E+01
-26.69	3.42E+00	3.45E+00	2.37E+01
-26.68	2.82E+00	2.85E+00	2.38E+01
-26.67	2.31E+00	2.33E+00	2.38E+01
-26.66	1.87E+00	1.89E+00	2.39E+01
-26.65	1.50E+00	1.52E+00	2.39E+01
-26.64	1.20E+00	1.21E+00	2.39E+01
-26.63	9.46E-01	9.57E-01	2.39E+01
-26.62	7.41E-01	7.50E-01	2.40E+01
-26.61	5.75E-01	5.82E-01	2.40E+01
-26.6	4.42E-01	4.48E-01	2.40E+01
-26.59	3.37E-01	3.42E-01	2.40E+01
-26.58	2.55E-01	2.58E-01	2.40E+01
-26.57	1.90E-01	1.93E-01	2.40E+01
-26.56	1.41E-01	1.43E-01	2.40E+01
-26.55	1.04E-01	1.05E-01	2.40E+01
-26.54	7.54E-02	7.66E-02	2.40E+01
-26.53	5.43E-02	5.52E-02	2.40E+01
-26.52	3.88E-02	3.94E-02	2.40E+01
-26.51	2.74E-02	2.79E-02	2.40E+01
-26.5	1.92E-02	1.95E-02	2.40E+01
-26.49	1.33E-02	1.35E-02	2.40E+01
-26.48	9.12E-03	9.29E-03	2.40E+01
-26.47	6.20E-03	6.31E-03	2.40E+01
-26.46	4.17E-03	4.25E-03	2.40E+01
-26.45	2.78E-03	2.83E-03	2.40E+01
-26.44	1.83E-03	1.87E-03	2.40E+01
-26.43	1.20E-03	1.22E-03	2.40E+01
-26.42	7.73E-04	7.89E-04	2.40E+01
-26.41	4.94E-04	5.05E-04	2.40E+01
-26.4	3.13E-04	3.20E-04	2.40E+01
-26.39	1.96E-04	2.01E-04	2.40E+01
-26.38	1.22E-04	1.25E-04	2.40E+01
-26.37	7.49E-05	7.66E-05	2.40E+01
-26.36	4.55E-05	4.66E-05	2.40E+01
-26.35	2.74E-05	2.81E-05	2.40E+01
-26.34	1.63E-05	1.67E-05	2.40E+01
-26.33	9.62E-06	9.87E-06	2.40E+01
-26.32	5.61E-06	5.76E-06	2.40E+01
-26.31	3.24E-06	3.33E-06	2.40E+01
-26.3	1.85E-06	1.90E-06	2.40E+01
-26.29	1.05E-06	1.08E-06	2.40E+01
-26.28	5.87E-07	6.04E-07	2.40E+01
-26.27	3.25E-07	3.35E-07	2.40E+01
-26.26	1.78E-07	1.84E-07	2.40E+01
-26.25	9.68E-08	9.97E-08	2.40E+01
-26.24	5.20E-08	5.35E-08	2.40E+01
-26.23	2.76E-08	2.85E-08	2.40E+01
-26.22	1.45E-08	1.50E-08	2.40E+01
-26.21	7.56E-09	7.80E-09	2.40E+01
-26.2	3.89E-09	4.02E-09	2.40E+01
-26.19	1.98E-09	2.05E-09	2.40E+01
-26.18	9.99E-10	1.03E-09	2.40E+01
-26.17	4.99E-10	5.16E-10	2.40E+01
-26.16	2.46E-10	2.55E-10	2.40E+01
-26.15	1.20E-10	1.25E-10	2.40E+01
-26.14	5.81E-11	6.02E-11	2.40E+01
-26.13	2.78E-11	2.88E-11	2.40E+01
-26.12	1.32E-11	1.36E-11	2.40E+01
-26.11	6.16E-12	6.39E-12	2.40E+01
-26.1	2.86E-12	2.96E-12	2.40E+01
-26.09	1.31E-12	1.36E-12	2.40E+01
-26.08	5.94E-13	6.17E-13	2.40E+01
-26.07	2.67E-13	2.77E-13	2.40E+01
-26.06	1.18E-13	1.23E-13	2.40E+01
-26.05	5.20E-14	5.41E-14	2.40E+01
-26.04	2.26E-14	2.35E-14	2.40E+01
-26.03	9.73E-15	1.01E-14	2.40E+01
-26.02	4.14E-15	4.31E-15	2.40E+01
-26.01	1.74E-15	1.82E-15	2.40E+01
-26	7.26E-16	7.57E-16	2.40E+01
-25.99	2.99E-16	3.12E-16	2.40E+01
-25.98	1.22E-16	1.27E-16	2.40E+01
-25.97	4.92E-17	5.14E-17	2.40E+01
-25.96	1.97E-17	2.05E-17	2.40E+01
-25.95	7.76E-18	8.12E-18	2.40E+01
-25.94	3.03E-18	3.17E-18	2.40E+01
-25.93	1.17E-18	1.23E-18	2.40E+01
-25.92	4.48E-19	4.70E-19	2.40E+01
-25.91	1.70E-19	1.78E-19	2.40E+01
-25.9	6.35E-20	6.66E-20	2.40E+01
-25.89	2.35E-20	2.47E-20	2.40E+01
-25.88	8.62E-21	9.05E-21	2.40E+01
-25.87	3.12E-21	3.28E-21	2.40E+01
-25.86	1.12E-21	1.18E-21	2.40E+01
-25.85	3.98E-22	4.18E-22	2.40E+01
-25.84	1.40E-22	1.47E-22	2.40E+01
-25.83	4.85E-23	5.10E-23	2.40E+01
-25.82	1.67E-23	1.75E-23	2.40E+01
-25.81	5.66E-24	5.96E-24	2.40E+01
-25.8	1.90E-24	2.01E-24	2.40E+01
-25.79	6.33E-25	6.68E-25	2.40E+01
-25.78	2.08E-25	2.20E-25	2.40E+01
-25.77	6.78E-26	7.16E-26	2.40E+01
-25.76	2.19E-26	2.31E-26	2.40E+01
-25.75	6.96E-27	7.36E-27	2.40E+01
-25.74	2.20E-27	2.32E-27	2.40E+01
-25.73	6.85E-28	7.24E-28	2.40E+01
-25.72	2.11E-28	2.24E-28	2.40E+01
-25.71	6.45E-29	6.83E-29	2.40E+01
-25.7	1.95E-29	2.06E-29	2.40E+01
-25.69	5.82E-30	6.17E-30	2.40E+01
-25.68	1.72E-30	1.82E-30	2.40E+01
-25.67	5.03E-31	5.33E-31	2.40E+01
-25.66	1.45E-31	1.54E-31	2.40E+01
-25.65	4.16E-32	4.42E-32	2.40E+01
-25.64	1.18E-32	1.25E-32	2.40E+01
-25.63	3.30E-33	3.51E-33	2.40E+01
-25.62	9.13E-34	9.72E-34	2.40E+01
-25.61	2.50E-34	2.67E-34	2.40E+01
-25.6	6.79E-35	7.23E-35	2.40E+01
-25.59	1.82E-35	1.94E-35	2.40E+01
-25.58	4.83E-36	5.15E-36	2.40E+01
-25.57	1.27E-36	1.35E-36	2.40E+01
-25.56	3.29E-37	3.51E-37	2.40E+01
-25.55	8.46E-38	9.03E-38	2.40E+01
-25.54	2.15E-38	2.30E-38	2.40E+01
-25.53	5.41E-39	5.78E-39	2.40E+01
-25.52	1.35E-39	1.44E-39	2.40E+01
-25.51	3.31E-40	3.54E-40	2.40E+01
-25.5	8.05E-41	8.62E-41	2.40E+01
-25.49	1.94E-41	2.08E-41	2.40E+01
-25.48	4.62E-42	4.95E-42	2.40E+01
-25.47	1.09E-42	1.17E-42	2.40E+01
-25.46	2.54E-43	2.72E-43	2.40E+01
-25.45	5.85E-44	6.28E-44	2.40E+01
-25.44	1.34E-44	1.43E-44	2.40E+01
-25.43	3.01E-45	3.24E-45	2.40E+01
-25.42	6.73E-46	7.24E-46	2.40E+01
-25.41	1.49E-46	1.60E-46	2.40E+01
-25.4	3.25E-47	3.50E-47	2.40E+01
-25.39	7.02E-48	7.56E-48	2.40E+01
-25.38	1.50E-48	1.62E-48	2.40E+01
-25.37	3.18E-49	3.42E-49	2.40E+01
-25.36	6.65E-50	7.17E-50	2.40E+01
-25.35	1.38E-50	1.49E-50	2.40E+01
-25.34	2.82E-51	3.04E-51	2.40E+01
-25.33	5.71E-52	6.17E-52	2.40E+01
-25.32	1.15E-52	1.24E-52	2.40E+01
-25.31	2.27E-53	2.45E-53	2.40E+01
-25.3	4.45E-54	4.82E-54	2.40E+01
-25.29	8.64E-55	9.35E-55	2.40E+01
-25.28	1.66E-55	1.80E-55	2.40E+01
-25.27	3.15E-56	3.41E-56	2.40E+01
-25.26	5.92E-57	6.41E-57	2.40E+01
-25.25	1.10E-57	1.19E-57	2.40E+01
-25.24	2.02E-58	2.19E-58	2.40E+01
-25.23	3.68E-59	3.99E-59	2.40E+01
-25.22	6.62E-60	7.19E-60	2.40E+01
-25.21	1.18E-60	1.28E-60	2.40E+01
-25.2	2.07E-61	2.25E-61	2.40E+01
-25.19	3.61E-62	3.93E-62	2.40E+01
-25.18	6.22E-63	6.77E-63	2.40E+01
-25.17	1.06E-63	1.16E-63	2.40E+01
-25.16	1.79E-64	1.95E-64	2.40E+01
-25.15	2.98E-65	3.25E-65	2.40E+01
-25.14	4.92E-66	5.37E-66	2.40E+01
-25.13	8.04E-67	8.77E-67	2.40E+01
-25.12	1.30E-67	1.42E-67	2.40E+01
-25.11	2.07E-68	2.27E-68	2.40E+01
-25.1	3.28E-69	3.58E-69	2.40E+01
-25.09	5.13E-70	5.61E-70	2.40E+01
-25.08	7.93E-71	8.67E-71	2.40E+01
-25.07	1.21E-71	1.33E-71	2.40E+01
-25.06	1.84E-72	2.01E-72	2.40E+01
-25.05	2.75E-73	3.01E-73	2.40E+01
-25.04	4.07E-74	4.47E-74	2.40E+01
-25.03	5.97E-75	6.55E-75	2.40E+01
-25.02	8.65E-76	9.50E-76	2.40E+01
-25.01	1.24E-76	1.36E-76	2.40E+01
-25	1.76E-77	1.93E-77	2.40E+01
-24.99	2.47E-78	2.72E-78	2.40E+01
-24.98	3.43E-79	3.77E-79	2.40E+01
-24.97	4.71E-80	5.18E-80	2.40E+01
-24.96	6.40E-81	7.05E-81	2.40E+01
-24.95	8.61E-82	9.48E-82	2.40E+01
-24.94	1.15E-82	1.27E-82	2.40E+01
-24.93	1.58E-83	1.73E-83	2.40E+01
-24.92	2.67E-84	2.87E-84	2.40E+01
-24.91	9.66E-85	9.92E-85	2.40E+01
-24.9	7.47E-85	7.50E-85	2.40E+01
-24.89	7.19E-85	7.19E-85	2.40E+01
-24.88	7.17E-85	7.17E-85	2.40E+01
-24.87	7.17E-85	7.17E-85	2.40E+01
-24.86	7.17E-85	7.17E-85	2.40E+01
-24.85	7.17E-85	7.17E-85	2.40E+01
-24.84	7.17E-85	7.17E-85	2.40E+01
-24.83	7.17E-85	7.17E-85	2.40E+01
-24.82	7.17E-85	7.17E-85	2.40E+01
-24.81	7.17E-85	7.17E-85	2.40E+01
-24.8	7.17E-85	7.17E-85	2.40E+01
-24.79	7.17E-85	7.17E-85	2.40E+01
-24.78	7.17E-85	7.17E-85	2.40E+01
-24.77	7.17E-85	7.17E-85	2.40E+01
-24.76	7.17E-85	7.17E-85	2.40E+01
-24.75	7.17E-85	7.17E-85	2.40E+01
-24.74	7.17E-85	7.17E-85	2.40E+01
-24.73	7.17E-85	7.17E-85	2.40E+01
-24.72	7.17E-85	7.17E-85	2.40E+01
-24.71	7.17E-85	7.17E-85	2.40E+01
-24.7	7.17E-85	7.17E-85	2.40E+01
-24.69	7.17E-85	7.17E-85	2.40E+01
-24.68	7.17E-85	7.17E-85	2.40E+01
-24.67	7.17E-85	7.17E-85	2.40E+01
-24.66	7.17E-85	7.17E-85	2.40E+01
-24.65	7.17E-85	7.17E-85	2.40E+01
-24.64	7.17E-85	7.17E-85	2.40E+01
-24.63	7.17E-85	7.17E-85	2.40E+01
-24.62	7.17E-85	7.17E-85	2.40E+01
-24.61	7.17E-85	7.17E-85	2.40E+01
-24.6	7.17E-85	7.17E-85	2.40E+01
-24.59	7.17E-85	7.17E-85	2.40E+01
-24.58	7.17E-85	7.17E-85	2.40E+01
-24.57	7.17E-85	7.17E-85	2.40E+01
-24.56	7.17E-85	7.17E-85	2.40E+01
-24.55	7.17E-85	7.17E-85	2.40E+01
-24.54	7.17E-85	7.17E-85	2.40E+01
-24.53	7.17E-85	7.17E-85	2.40E+01
-24.52	7.17E-85	7.17E-85	2.40E+01
-24.51	7.17E-85	7.17E-85	2.40E+01
-24.5	7.17E-85	7.17E-85	2.40E+01
-24.49	7.17E-85	7.17E-85	2.40E+01
-24.48	7.17E-85	7.17E-85	2.40E+01
-24.47	7.17E-85	7.17E-85	2.40E+01
-24.46	7.17E-85	7.17E-85	2.40E+01
-24.45	7.17E-85	7.17E-85	2.40E+01
-24.44	7.17E-85	7.17E-85	2.40E+01
-24.43	7.17E-85	7.17E-85	2.40E+01
-24.42	7.17E-85	7.17E-85	2.40E+01
-24.41	7.17E-85	7.17E-85	2.40E+01
-24.4	7.17E-85	7.17E-85	2.40E+01
-24.39	7.17E-85	7.17E-85	2.40E+01
-24.38	7.17E-85	7.17E-85	2.40E+01
-24.37	7.17E-85	7.17E-85	2.40E+01
-24.36	7.17E-85	7.17E-85	2.40E+01
-24.35	7.17E-85	7.17E-85	2.40E+01
-24.34	7.17E-85	7.17E-85	2.40E+01
-24.33	7.17E-85	7.17E-85	2.40E+01
-24.32	7.17E-85	7.17E-85	2.40E+01
-24.31	7.17E-85	7.17E-85	2.40E+01
-24.3	7.17E-85	7.17E-85	2.40E+01
-24.29	7.17E-85	7.17E-85	2.40E+01
-24.28	7.17E-85	7.17E-85	2.40E+01
-24.27	7.17E-85	7.17E-85	2.40E+01
-24.26	7.17E-85	7.17E-85	2.40E+01
-24.25	7.17E-85	7.17E-85	2.40E+01
-24.24	7.17E-85	7.17E-85	2.40E+01
-24.23	7.17E-85	7.17E-85	2.40E+01
-24.22	7.17E-85	7.17E-85	2.40E+01
-24.21	7.17E-85	7.17E-85	2.40E+01
-24.2	7.17E-85	7.17E-85	2.40E+01
-24.19	7.17E-85	7.17E-85	2.40E+01
-24.18	7.17E-85	7.17E-85	2.40E+01
-24.17	7.17E-85	7.17E-85	2.40E+01
-24.16	7.17E-85	7.17E-85	2.40E+01
-24.15	7.17E-85	7.17E-85	2.40E+01
-24.14	7.17E-85	7.17E-85	2.40E+01
-24.13	7.17E-85	7.17E-85	2.40E+01
-24.12	7.17E-85	7.17E-85	2.40E+01
-24.11	7.17E-85	7.17E-85	2.40E+01
-24.1	7.17E-85	7.17E-85	2.40E+01
-24.09	7.17E-85	7.17E-85	2.40E+01
-24.08	7.17E-85	7.17E-85	2.40E+01
-24.07	7.17E-85	7.17E-85	2.40E+01
-24.06	7.17E-85	7.17E-85	2.40E+01
-24.05	7.17E-85	7.17E-85	2.40E+01
-24.04	7.17E-85	7.17E-85	2.40E+01
-24.03	7.17E-85	7.17E-85	2.40E+01
-24.02	7.17E-85	7.17E-85	2.40E+01
-24.01	7.17E-85	7.17E-85	2.40E+01
-24	7.17E-85	7.17E-85	2.40E+01
-23.99	7.17E-85	7.17E-85	2.40E+01
-23.98	7.17E-85	7.17E-85	2.40E+01
-23.97	7.17E-85	7.17E-85	2.40E+01
-23.96	7.17E-85	7.17E-85	2.40E+01
-23.95	7.17E-85	7.17E-85	2.40E+01
-23.94	7.17E-85	7.17E-85	2.40E+01
-23.93	7.17E-85	7.17E-85	2.40E+01
-23.92	7.17E-85	7.17E-85	2.40E+01
-23.91	7.17E-85	7.17E-85	2.40E+01
-23.9	7.17E-85	7.17E-85	2.40E+01
-23.89	7.17E-85	7.17E-85	2.40E+01
-23.88	7.17E-85	7.17E-85	2.40E+01
-23.87	7.17E-85	7.17E-85	2.40E+01
-23.86	7.17E-85	7.17E-85	2.40E+01
-23.85	7.17E-85	7.17E-85	2.40E+01
-23.84	7.17E-85	7.17E-85	2.40E+01
-23.83	7.17E-85	7.17E-85	2.40E+01
-23.82	7.17E-85	7.17E-85	2.40E+01
-23.81	7.17E-85	7.17E-85	2.40E+01
-23.8	7.17E-85	7.17E-85	2.40E+01
-23.79	7.17E-85	7.17E-85	2.40E+01
-23.78	7.17E-85	7.17E-85	2.40E+01
-23.77	7.17E-85	7.17E-85	2.40E+01
-23.76	7.17E-85	7.17E-85	2.40E+01
-23.75	7.17E-85	7.17E-85	2.40E+01
-23.74	7.17E-85	7.17E-85	2.40E+01
-23.73	7.17E-85	7.17E-85	2.40E+01
-23.72	7.17E-85	7.17E-85	2.40E+01
-23.71	7.17E-85	7.17E-85	2.40E+01
-23.7	7.17E-85	7.17E-85	2.40E+01
-23.69	7.17E-85	7.17E-85	2.40E+01
-23.68	7.17E-85	7.17E-85	2.40E+01
-23.67	7.17E-85	7.17E-85	2.40E+01
-23.66	7.17E-85	7.17E-85	2.40E+01
-23.65	7.17E-85	7.17E-85	2.40E+01
-23.64	7.17E-85	7.17E-85	2.40E+01
-23.63	7.17E-85	7.17E-85	2.40E+01
-23.62	7.17E-85	7.17E-85	2.40E+01
-23.61	7.17E-85	7.17E-85	2.40E+01
-23.6	7.17E-85	7.17E-85	2.40E+01
-23.59	7.17E-85	7.17E-85	2.40E+01
-23.58	7.17E-85	7.17E-85	2.40E+01
-23.57	7.17E-85	7.17E-85	2.40E+01
-23.56	7.17E-85	7.17E-85	2.40E+01
-23.55	7.17E-85	7.17E-85	2.40E+01
-23.54	7.17E-85	7.17E-85	2.40E+01
-23.53	7.17E-85	7.17E-85	2.40E+01
-23.52	7.17E-85	7.17E-85	2.40E+01
-23.51	7.17E-85	7.17E-85	2.40E+01
-23.5	7.17E-85	7.17E-85	2.40E+01
-23.49	7.17E-85	7.17E-85	2.40E+01
-23.48	7.17E-85	7.17E-85	2.40E+01
-23.47	7.17E-85	7.17E-85	2.40E+01
-23.46	7.17E-85	7.17E-85	2.40E+01
-23.45	7.17E-85	7.17E-85	2.40E+01
-23.44	7.17E-85	7.17E-85	2.40E+01
-23.43	7.17E-85	7.17E-85	2.40E+01
-23.42	7.17E-85	7.17E-85	2.40E+01
-23.41	7.17E-85	7.17E-85	2.40E+01
-23.4	7.17E-85	7.17E-85	2.40E+01
-23.39	7.17E-85	7.17E-85	2.40E+01
-23.38	7.17E-85	7.17E-85	2.40E+01
-23.37	7.17E-85	7.17E-85	2.40E+01
-23.36	7.17E-85	7.17E-85	2.40E+01
-23.35	7.17E-85	7.17E-85	2.40E+01
-23.34	7.17E-85	7.17E-85	2.40E+01
-23.33	7.17E-85	7.17E-85	2.40E+01
-23.32	7.17E-85	7.17E-85	2.40E+01
-23.31	7.17E-85	7.17E-85	2.40E+01
-23.3	7.17E-85	7.17E-85	2.40E+01
-23.29	7.17E-85	7.17E-85	2.40E+01
-23.28	7.17E-85	7.17E-85	2.40E+01
-23.27	7.17E-85	7.17E-85	2.40E+01
-23.26	7.17E-85	7.17E-85	2.40E+01
-23.25	7.17E-85	7.17E-85	2.40E+01
-23.24	7.17E-85	7.17E-85	2.40E+01
-23.23	7.17E-85	7.17E-85	2.40E+01
-23.22	7.17E-85	7.17E-85	2.40E+01
-23.21	7.17E-85	7.17E-85	2.40E+01
-23.2	7.17E-85	7.17E-85	2.40E+01
-23.19	7.17E-85	7.17E-85	2.40E+01
-23.18	7.17E-85	7.17E-85	2.40E+01
-23.17	7.17E-85	7.17E-85	2.40E+01
-23.16	7.17E-85	7.17E-85	2.40E+01
-23.15	7.17E-85	7.17E-85	2.40E+01
-23.14	7.17E-85	7.17E-85	2.40E+01
-23.13	7.17E-85	7.17E-85	2.40E+01
-23.12	7.17E-85	7.17E-85	2.40E+01
-23.11	7.17E-85	7.17E-85	2.40E+01
-23.1	7.17E-85	7.17E-85	2.40E+01
-23.09	7.17E-85	7.17E-85	2.40E+01
-23.08	7.17E-85	7.17E-85	2.40E+01
-23.07	7.17E-85	7.17E-85	2.40E+01
-23.06	7.17E-85	7.17E-85	2.40E+01
-23.05	7.17E-85	7.17E-85	2.40E+01
-23.04	7.17E-85	7.17E-85	2.40E+01
-23.03	7.17E-85	7.17E-85	2.40E+01
-23.02	7.17E-85	7.17E-85	2.40E+01
-23.01	7.17E-85	7.17E-85	2.40E+01
-23	7.17E-85	7.17E-85	2.40E+01
-22.99	7.17E-85	7.17E-85	2.40E+01
-22.98	7.17E-85	7.17E-85	2.40E+01
-22.97	7.17E-85	7.17E-85	2.40E+01
-22.96	7.17E-85	7.17E-85	2.40E+01
-22.95	7.17E-85	7.17E-85	2.40E+01
-22.94	7.17E-85	7.17E-85	2.40E+01
-22.93	7.17E-85	7.17E-85	2.40E+01
-22.92	7.17E-85	7.17E-85	2.40E+01
-22.91	7.17E-85	7.17E-85	2.40E+01
-22.9	7.17E-85	7.17E-85	2.40E+01
-22.89	7.17E-85	7.17E-85	2.40E+01
-22.88	7.17E-85	7.17E-85	2.40E+01
-22.87	7.17E-85	7.17E-85	2.40E+01
-22.86	7.17E-85	7.17E-85	2.40E+01
-22.85	7.17E-85	7.17E-85	2.40E+01
-22.84	7.17E-85	7.17E-85	2.40E+01
-22.83	7.17E-85	7.17E-85	2.40E+01
-22.82	7.17E-85	7.17E-85	2.40E+01
-22.81	7.17E-85	7.17E-85	2.40E+01
-22.8	7.17E-85	7.17E-85	2.40E+01
-22.79	7.17E-85	7.17E-85	2.40E+01
-22.78	7.17E-85	7.17E-85	2.40E+01
-22.77	7.17E-85	7.17E-85	2.40E+01
-22.76	7.17E-85	7.17E-85	2.40E+01
-22.75	7.17E-85	7.17E-85	2.40E+01
-22.74	7.17E-85	7.17E-85	2.40E+01
