E	(eV)	dos(E)	Int	dos(E)	EFermi	=	12.52	eV
-43.07	3.23E-84	2.24E-83						
-43.06	3.23E-84	2.24E-83						
-43.05	3.23E-84	2.25E-83						
-43.04	3.23E-84	2.25E-83						
-43.03	3.23E-84	2.25E-83						
-43.02	3.23E-84	2.25E-83						
-43.01	3.23E-84	2.26E-83						
-43	3.23E-84	2.26E-83						
-42.99	3.23E-84	2.26E-83						
-42.98	3.23E-84	2.27E-83						
-42.97	3.23E-84	2.27E-83						
-42.96	3.23E-84	2.27E-83						
-42.95	3.23E-84	2.28E-83						
-42.94	3.23E-84	2.28E-83						
-42.93	3.23E-84	2.28E-83						
-42.92	3.23E-84	2.29E-83						
-42.91	3.23E-84	2.29E-83						
-42.9	3.23E-84	2.29E-83						
-42.89	3.23E-84	2.30E-83						
-42.88	3.23E-84	2.30E-83						
-42.87	3.23E-84	2.30E-83						
-42.86	3.23E-84	2.31E-83						
-42.85	3.23E-84	2.31E-83						
-42.84	3.23E-84	2.31E-83						
-42.83	3.23E-84	2.32E-83						
-42.82	3.23E-84	2.32E-83						
-42.81	3.23E-84	2.32E-83						
-42.8	3.23E-84	2.33E-83						
-42.79	3.23E-84	2.33E-83						
-42.78	3.23E-84	2.33E-83						
-42.77	3.23E-84	2.34E-83						
-42.76	3.23E-84	2.34E-83						
-42.75	3.23E-84	2.34E-83						
-42.74	3.23E-84	2.35E-83						
-42.73	3.23E-84	2.35E-83						
-42.72	3.23E-84	2.35E-83						
-42.71	3.23E-84	2.35E-83						
-42.7	3.23E-84	2.36E-83						
-42.69	3.23E-84	2.36E-83						
-42.68	3.23E-84	2.36E-83						
-42.67	3.23E-84	2.37E-83						
-42.66	3.23E-84	2.37E-83						
-42.65	3.23E-84	2.37E-83						
-42.64	3.23E-84	2.38E-83						
-42.63	3.23E-84	2.38E-83						
-42.62	3.23E-84	2.38E-83						
-42.61	3.23E-84	2.39E-83						
-42.6	3.23E-84	2.39E-83						
-42.59	3.23E-84	2.39E-83						
-42.58	3.23E-84	2.40E-83						
-42.57	3.23E-84	2.40E-83						
-42.56	3.23E-84	2.40E-83						
-42.55	3.23E-84	2.41E-83						
-42.54	3.23E-84	2.41E-83						
-42.53	3.23E-84	2.41E-83						
-42.52	3.23E-84	2.42E-83						
-42.51	3.23E-84	2.42E-83						
-42.5	3.23E-84	2.42E-83						
-42.49	3.23E-84	2.43E-83						
-42.48	3.23E-84	2.43E-83						
-42.47	3.23E-84	2.43E-83						
-42.46	3.23E-84	2.44E-83						
-42.45	3.23E-84	2.44E-83						
-42.44	3.23E-84	2.44E-83						
-42.43	3.23E-84	2.45E-83						
-42.42	3.23E-84	2.45E-83						
-42.41	3.23E-84	2.45E-83						
-42.4	3.23E-84	2.45E-83						
-42.39	3.23E-84	2.46E-83						
-42.38	3.23E-84	2.46E-83						
-42.37	3.23E-84	2.46E-83						
-42.36	3.23E-84	2.47E-83						
-42.35	3.23E-84	2.47E-83						
-42.34	3.23E-84	2.47E-83						
-42.33	3.23E-84	2.48E-83						
-42.32	3.23E-84	2.48E-83						
-42.31	3.23E-84	2.48E-83						
-42.3	3.23E-84	2.49E-83						
-42.29	3.23E-84	2.49E-83						
-42.28	3.23E-84	2.49E-83						
-42.27	3.23E-84	2.50E-83						
-42.26	3.23E-84	2.50E-83						
-42.25	3.23E-84	2.50E-83						
-42.24	3.23E-84	2.51E-83						
-42.23	3.23E-84	2.51E-83						
-42.22	3.23E-84	2.51E-83						
-42.21	3.23E-84	2.52E-83						
-42.2	3.23E-84	2.52E-83						
-42.19	3.23E-84	2.52E-83						
-42.18	3.23E-84	2.53E-83						
-42.17	3.23E-84	2.53E-83						
-42.16	3.23E-84	2.53E-83						
-42.15	3.23E-84	2.54E-83						
-42.14	3.23E-84	2.54E-83						
-42.13	3.23E-84	2.54E-83						
-42.12	3.23E-84	2.55E-83						
-42.11	3.23E-84	2.55E-83						
-42.1	3.23E-84	2.55E-83						
-42.09	3.23E-84	2.55E-83						
-42.08	3.23E-84	2.56E-83						
-42.07	3.23E-84	2.56E-83						
-42.06	3.23E-84	2.56E-83						
-42.05	3.23E-84	2.57E-83						
-42.04	3.23E-84	2.57E-83						
-42.03	3.23E-84	2.57E-83						
-42.02	3.23E-84	2.58E-83						
-42.01	3.23E-84	2.58E-83						
-42	3.23E-84	2.58E-83						
-41.99	3.23E-84	2.59E-83						
-41.98	3.23E-84	2.59E-83						
-41.97	3.23E-84	2.59E-83						
-41.96	3.23E-84	2.60E-83						
-41.95	3.23E-84	2.60E-83						
-41.94	3.23E-84	2.60E-83						
-41.93	3.23E-84	2.61E-83						
-41.92	3.23E-84	2.61E-83						
-41.91	3.23E-84	2.61E-83						
-41.9	3.23E-84	2.62E-83						
-41.89	3.23E-84	2.62E-83						
-41.88	3.23E-84	2.62E-83						
-41.87	3.23E-84	2.63E-83						
-41.86	3.23E-84	2.63E-83						
-41.85	3.23E-84	2.63E-83						
-41.84	3.23E-84	2.64E-83						
-41.83	3.23E-84	2.64E-83						
-41.82	3.23E-84	2.64E-83						
-41.81	3.23E-84	2.65E-83						
-41.8	3.23E-84	2.65E-83						
-41.79	3.23E-84	2.65E-83						
-41.78	3.23E-84	2.65E-83						
-41.77	3.23E-84	2.66E-83						
-41.76	3.23E-84	2.66E-83						
-41.75	3.23E-84	2.66E-83						
-41.74	3.23E-84	2.67E-83						
-41.73	3.23E-84	2.67E-83						
-41.72	3.23E-84	2.67E-83						
-41.71	3.23E-84	2.68E-83						
-41.7	3.23E-84	2.68E-83						
-41.69	3.23E-84	2.68E-83						
-41.68	3.23E-84	2.69E-83						
-41.67	3.23E-84	2.69E-83						
-41.66	3.23E-84	2.69E-83						
-41.65	3.23E-84	2.70E-83						
-41.64	3.23E-84	2.70E-83						
-41.63	3.23E-84	2.70E-83						
-41.62	3.23E-84	2.71E-83						
-41.61	3.23E-84	2.71E-83						
-41.6	3.23E-84	2.71E-83						
-41.59	3.23E-84	2.72E-83						
-41.58	3.23E-84	2.72E-83						
-41.57	3.23E-84	2.72E-83						
-41.56	3.23E-84	2.73E-83						
-41.55	3.23E-84	2.73E-83						
-41.54	3.23E-84	2.73E-83						
-41.53	3.23E-84	2.74E-83						
-41.52	3.23E-84	2.74E-83						
-41.51	3.23E-84	2.74E-83						
-41.5	3.23E-84	2.75E-83						
-41.49	3.23E-84	2.75E-83						
-41.48	3.23E-84	2.75E-83						
-41.47	3.23E-84	2.75E-83						
-41.46	3.23E-84	2.76E-83						
-41.45	3.23E-84	2.76E-83						
-41.44	3.23E-84	2.76E-83						
-41.43	3.23E-84	2.77E-83						
-41.42	3.23E-84	2.77E-83						
-41.41	3.23E-84	2.77E-83						
-41.4	3.23E-84	2.78E-83						
-41.39	3.23E-84	2.78E-83						
-41.38	3.23E-84	2.78E-83						
-41.37	3.23E-84	2.79E-83						
-41.36	3.23E-84	2.79E-83						
-41.35	3.23E-84	2.79E-83						
-41.34	3.23E-84	2.80E-83						
-41.33	3.23E-84	2.80E-83						
-41.32	3.23E-84	2.80E-83						
-41.31	3.23E-84	2.81E-83						
-41.3	3.23E-84	2.81E-83						
-41.29	3.23E-84	2.81E-83						
-41.28	3.23E-84	2.82E-83						
-41.27	3.23E-84	2.82E-83						
-41.26	3.23E-84	2.82E-83						
-41.25	3.23E-84	2.83E-83						
-41.24	3.23E-84	2.83E-83						
-41.23	3.23E-84	2.83E-83						
-41.22	3.23E-84	2.84E-83						
-41.21	3.23E-84	2.84E-83						
-41.2	3.23E-84	2.84E-83						
-41.19	3.23E-84	2.85E-83						
-41.18	3.23E-84	2.85E-83						
-41.17	3.23E-84	2.85E-83						
-41.16	3.23E-84	2.85E-83						
-41.15	3.23E-84	2.86E-83						
-41.14	3.23E-84	2.86E-83						
-41.13	3.23E-84	2.86E-83						
-41.12	3.23E-84	2.87E-83						
-41.11	3.23E-84	2.87E-83						
-41.1	3.23E-84	2.87E-83						
-41.09	3.23E-84	2.88E-83						
-41.08	3.23E-84	2.88E-83						
-41.07	3.23E-84	2.88E-83						
-41.06	3.23E-84	2.89E-83						
-41.05	3.23E-84	2.89E-83						
-41.04	3.23E-84	2.89E-83						
-41.03	3.23E-84	2.90E-83						
-41.02	3.23E-84	2.90E-83						
-41.01	3.23E-84	2.90E-83						
-41	3.23E-84	2.91E-83						
-40.99	3.23E-84	2.91E-83						
-40.98	3.23E-84	2.91E-83						
-40.97	3.23E-84	2.92E-83						
-40.96	3.23E-84	2.92E-83						
-40.95	3.23E-84	2.92E-83						
-40.94	3.23E-84	2.93E-83						
-40.93	3.23E-84	2.93E-83						
-40.92	3.23E-84	2.93E-83						
-40.91	3.23E-84	2.94E-83						
-40.9	3.23E-84	2.94E-83						
-40.89	3.23E-84	2.94E-83						
-40.88	3.23E-84	2.95E-83						
-40.87	3.23E-84	2.95E-83						
-40.86	3.23E-84	2.95E-83						
-40.85	3.23E-84	2.95E-83						
-40.84	3.23E-84	2.96E-83						
-40.83	3.23E-84	2.96E-83						
-40.82	3.23E-84	2.96E-83						
-40.81	3.23E-84	2.97E-83						
-40.8	3.23E-84	2.97E-83						
-40.79	3.23E-84	2.97E-83						
-40.78	3.23E-84	2.98E-83						
-40.77	3.23E-84	2.98E-83						
-40.76	3.23E-84	2.98E-83						
-40.75	3.23E-84	2.99E-83						
-40.74	3.23E-84	2.99E-83						
-40.73	3.23E-84	2.99E-83						
-40.72	3.23E-84	3.00E-83						
-40.71	3.23E-84	3.00E-83						
-40.7	3.23E-84	3.00E-83						
-40.69	3.23E-84	3.01E-83						
-40.68	3.23E-84	3.01E-83						
-40.67	3.23E-84	3.01E-83						
-40.66	3.23E-84	3.02E-83						
-40.65	3.23E-84	3.02E-83						
-40.64	3.23E-84	3.02E-83						
-40.63	3.23E-84	3.03E-83						
-40.62	3.23E-84	3.03E-83						
-40.61	3.23E-84	3.03E-83						
-40.6	3.23E-84	3.04E-83						
-40.59	3.23E-84	3.04E-83						
-40.58	3.23E-84	3.04E-83						
-40.57	3.23E-84	3.05E-83						
-40.56	3.23E-84	3.05E-83						
-40.55	3.23E-84	3.05E-83						
-40.54	3.23E-84	3.05E-83						
-40.53	3.23E-84	3.06E-83						
-40.52	3.23E-84	3.06E-83						
-40.51	3.23E-84	3.06E-83						
-40.5	3.23E-84	3.07E-83						
-40.49	3.23E-84	3.07E-83						
-40.48	3.23E-84	3.07E-83						
-40.47	3.23E-84	3.08E-83						
-40.46	3.23E-84	3.08E-83						
-40.45	3.23E-84	3.08E-83						
-40.44	3.23E-84	3.09E-83						
-40.43	3.23E-84	3.09E-83						
-40.42	3.23E-84	3.09E-83						
-40.41	3.23E-84	3.10E-83						
-40.4	3.23E-84	3.10E-83						
-40.39	3.23E-84	3.10E-83						
-40.38	3.23E-84	3.11E-83						
-40.37	3.23E-84	3.11E-83						
-40.36	3.23E-84	3.11E-83						
-40.35	3.23E-84	3.12E-83						
-40.34	3.23E-84	3.12E-83						
-40.33	3.23E-84	3.12E-83						
-40.32	3.23E-84	3.13E-83						
-40.31	3.23E-84	3.13E-83						
-40.3	3.23E-84	3.13E-83						
-40.29	3.23E-84	3.14E-83						
-40.28	3.23E-84	3.14E-83						
-40.27	3.23E-84	3.14E-83						
-40.26	3.23E-84	3.14E-83						
-40.25	3.23E-84	3.15E-83						
-40.24	3.23E-84	3.15E-83						
-40.23	3.23E-84	3.15E-83						
-40.22	3.23E-84	3.16E-83						
-40.21	3.23E-84	3.16E-83						
-40.2	3.23E-84	3.16E-83						
-40.19	3.23E-84	3.17E-83						
-40.18	3.23E-84	3.17E-83						
-40.17	3.23E-84	3.17E-83						
-40.16	3.23E-84	3.18E-83						
-40.15	3.23E-84	3.18E-83						
-40.14	3.23E-84	3.18E-83						
-40.13	3.23E-84	3.19E-83						
-40.12	3.23E-84	3.19E-83						
-40.11	3.23E-84	3.19E-83						
-40.1	3.23E-84	3.20E-83						
-40.09	3.23E-84	3.20E-83						
-40.08	3.23E-84	3.20E-83						
-40.07	3.23E-84	3.21E-83						
-40.06	3.23E-84	3.21E-83						
-40.05	3.23E-84	3.21E-83						
-40.04	3.23E-84	3.22E-83						
-40.03	3.23E-84	3.22E-83						
-40.02	3.23E-84	3.22E-83						
-40.01	3.23E-84	3.23E-83						
-40	3.23E-84	3.23E-83						
-39.99	3.23E-84	3.23E-83						
-39.98	3.23E-84	3.24E-83						
-39.97	3.23E-84	3.24E-83						
-39.96	3.23E-84	3.24E-83						
-39.95	3.23E-84	3.24E-83						
-39.94	3.23E-84	3.25E-83						
-39.93	3.23E-84	3.25E-83						
-39.92	3.23E-84	3.25E-83						
-39.91	3.23E-84	3.26E-83						
-39.9	3.23E-84	3.26E-83						
-39.89	3.23E-84	3.26E-83						
-39.88	3.23E-84	3.27E-83						
-39.87	3.23E-84	3.27E-83						
-39.86	3.23E-84	3.27E-83						
-39.85	3.23E-84	3.28E-83						
-39.84	3.23E-84	3.28E-83						
-39.83	3.23E-84	3.28E-83						
-39.82	3.23E-84	3.29E-83						
-39.81	3.23E-84	3.29E-83						
-39.8	3.23E-84	3.29E-83						
-39.79	3.23E-84	3.30E-83						
-39.78	3.23E-84	3.30E-83						
-39.77	3.23E-84	3.30E-83						
-39.76	3.23E-84	3.31E-83						
-39.75	3.23E-84	3.31E-83						
-39.74	3.23E-84	3.31E-83						
-39.73	3.23E-84	3.32E-83						
-39.72	3.23E-84	3.32E-83						
-39.71	3.23E-84	3.32E-83						
-39.7	3.23E-84	3.33E-83						
-39.69	3.23E-84	3.33E-83						
-39.68	3.23E-84	3.33E-83						
-39.67	3.23E-84	3.34E-83						
-39.66	3.23E-84	3.34E-83						
-39.65	3.23E-84	3.34E-83						
-39.64	3.23E-84	3.34E-83						
-39.63	3.23E-84	3.35E-83						
-39.62	3.23E-84	3.35E-83						
-39.61	3.23E-84	3.35E-83						
-39.6	3.23E-84	3.36E-83						
-39.59	3.23E-84	3.36E-83						
-39.58	3.23E-84	3.36E-83						
-39.57	3.23E-84	3.37E-83						
-39.56	3.23E-84	3.37E-83						
-39.55	3.23E-84	3.37E-83						
-39.54	3.23E-84	3.38E-83						
-39.53	3.23E-84	3.38E-83						
-39.52	3.23E-84	3.38E-83						
-39.51	3.23E-84	3.39E-83						
-39.5	3.23E-84	3.39E-83						
-39.49	3.23E-84	3.39E-83						
-39.48	3.23E-84	3.40E-83						
-39.47	3.23E-84	3.40E-83						
-39.46	3.23E-84	3.40E-83						
-39.45	3.23E-84	3.41E-83						
-39.44	3.23E-84	3.41E-83						
-39.43	3.23E-84	3.41E-83						
-39.42	3.23E-84	3.42E-83						
-39.41	3.23E-84	3.42E-83						
-39.4	3.23E-84	3.42E-83						
-39.39	3.23E-84	3.43E-83						
-39.38	3.23E-84	3.43E-83						
-39.37	3.23E-84	3.43E-83						
-39.36	3.23E-84	3.44E-83						
-39.35	3.23E-84	3.44E-83						
-39.34	3.23E-84	3.44E-83						
-39.33	3.23E-84	3.44E-83						
-39.32	3.23E-84	3.45E-83						
-39.31	3.23E-84	3.45E-83						
-39.3	3.23E-84	3.45E-83						
-39.29	3.23E-84	3.46E-83						
-39.28	3.23E-84	3.46E-83						
-39.27	3.23E-84	3.46E-83						
-39.26	3.23E-84	3.47E-83						
-39.25	3.23E-84	3.47E-83						
-39.24	3.23E-84	3.47E-83						
-39.23	3.23E-84	3.48E-83						
-39.22	3.23E-84	3.48E-83						
-39.21	3.23E-84	3.48E-83						
-39.2	3.23E-84	3.49E-83						
-39.19	3.23E-84	3.49E-83						
-39.18	3.23E-84	3.49E-83						
-39.17	3.23E-84	3.50E-83						
-39.16	3.23E-84	3.50E-83						
-39.15	3.23E-84	3.50E-83						
-39.14	3.23E-84	3.51E-83						
-39.13	3.23E-84	3.51E-83						
-39.12	3.23E-84	3.51E-83						
-39.11	3.23E-84	3.52E-83						
-39.1	3.23E-84	3.52E-83						
-39.09	3.23E-84	3.52E-83						
-39.08	3.23E-84	3.53E-83						
-39.07	3.23E-84	3.53E-83						
-39.06	3.23E-84	3.53E-83						
-39.05	3.23E-84	3.54E-83						
-39.04	3.23E-84	3.54E-83						
-39.03	3.23E-84	3.54E-83						
-39.02	3.23E-84	3.54E-83						
-39.01	3.23E-84	3.55E-83						
-39	3.23E-84	3.55E-83						
-38.99	3.23E-84	3.55E-83						
-38.98	3.23E-84	3.56E-83						
-38.97	3.23E-84	3.56E-83						
-38.96	3.23E-84	3.56E-83						
-38.95	3.23E-84	3.57E-83						
-38.94	3.23E-84	3.57E-83						
-38.93	3.23E-84	3.57E-83						
-38.92	3.23E-84	3.58E-83						
-38.91	3.23E-84	3.58E-83						
-38.9	3.23E-84	3.58E-83						
-38.89	3.23E-84	3.59E-83						
-38.88	3.23E-84	3.59E-83						
-38.87	3.23E-84	3.59E-83						
-38.86	3.23E-84	3.60E-83						
-38.85	3.23E-84	3.60E-83						
-38.84	3.23E-84	3.60E-83						
-38.83	3.23E-84	3.61E-83						
-38.82	3.23E-84	3.61E-83						
-38.81	3.23E-84	3.61E-83						
-38.8	3.23E-84	3.62E-83						
-38.79	3.23E-84	3.62E-83						
-38.78	3.23E-84	3.62E-83						
-38.77	3.23E-84	3.63E-83						
-38.76	3.23E-84	3.63E-83						
-38.75	3.23E-84	3.63E-83						
-38.74	3.23E-84	3.64E-83						
-38.73	3.23E-84	3.64E-83						
-38.72	3.23E-84	3.64E-83						
-38.71	3.23E-84	3.64E-83						
-38.7	3.23E-84	3.65E-83						
-38.69	3.23E-84	3.65E-83						
-38.68	3.23E-84	3.65E-83						
-38.67	3.23E-84	3.66E-83						
-38.66	3.23E-84	3.66E-83						
-38.65	3.23E-84	3.66E-83						
-38.64	3.23E-84	3.67E-83						
-38.63	3.23E-84	3.67E-83						
-38.62	3.23E-84	3.67E-83						
-38.61	3.23E-84	3.68E-83						
-38.6	3.23E-84	3.68E-83						
-38.59	3.23E-84	3.68E-83						
-38.58	3.23E-84	3.69E-83						
-38.57	3.23E-84	3.69E-83						
-38.56	3.23E-84	3.69E-83						
-38.55	3.23E-84	3.70E-83						
-38.54	3.23E-84	3.70E-83						
-38.53	3.23E-84	3.70E-83						
-38.52	3.23E-84	3.71E-83						
-38.51	3.23E-84	3.71E-83						
-38.5	3.23E-84	3.71E-83						
-38.49	3.23E-84	3.72E-83						
-38.48	3.23E-84	3.72E-83						
-38.47	3.23E-84	3.72E-83						
-38.46	3.23E-84	3.73E-83						
-38.45	3.23E-84	3.73E-83						
-38.44	3.23E-84	3.73E-83						
-38.43	3.23E-84	3.74E-83						
-38.42	3.23E-84	3.74E-83						
-38.41	3.23E-84	3.74E-83						
-38.4	3.23E-84	3.74E-83						
-38.39	3.23E-84	3.75E-83						
-38.38	3.23E-84	3.75E-83						
-38.37	3.23E-84	3.75E-83						
-38.36	3.23E-84	3.76E-83						
-38.35	3.23E-84	3.76E-83						
-38.34	3.23E-84	3.76E-83						
-38.33	3.23E-84	3.77E-83						
-38.32	3.23E-84	3.77E-83						
-38.31	3.23E-84	3.77E-83						
-38.3	3.23E-84	3.78E-83						
-38.29	3.23E-84	3.78E-83						
-38.28	3.23E-84	3.78E-83						
-38.27	3.23E-84	3.79E-83						
-38.26	3.23E-84	3.79E-83						
-38.25	3.23E-84	3.79E-83						
-38.24	3.23E-84	3.80E-83						
-38.23	3.23E-84	3.80E-83						
-38.22	3.23E-84	3.80E-83						
-38.21	3.23E-84	3.81E-83						
-38.2	3.23E-84	3.81E-83						
-38.19	3.23E-84	3.81E-83						
-38.18	3.23E-84	3.82E-83						
-38.17	3.23E-84	3.82E-83						
-38.16	3.23E-84	3.82E-83						
-38.15	3.23E-84	3.83E-83						
-38.14	3.23E-84	3.83E-83						
-38.13	3.23E-84	3.83E-83						
-38.12	3.23E-84	3.84E-83						
-38.11	3.23E-84	3.84E-83						
-38.1	3.23E-84	3.84E-83						
-38.09	3.23E-84	3.84E-83						
-38.08	3.23E-84	3.85E-83						
-38.07	3.23E-84	3.85E-83						
-38.06	3.23E-84	3.85E-83						
-38.05	3.23E-84	3.86E-83						
-38.04	3.23E-84	3.86E-83						
-38.03	3.23E-84	3.86E-83						
-38.02	3.23E-84	3.87E-83						
-38.01	3.23E-84	3.87E-83						
-38	3.23E-84	3.87E-83						
-37.99	3.23E-84	3.88E-83						
-37.98	3.23E-84	3.88E-83						
-37.97	3.23E-84	3.88E-83						
-37.96	3.23E-84	3.89E-83						
-37.95	3.23E-84	3.89E-83						
-37.94	3.23E-84	3.89E-83						
-37.93	3.23E-84	3.90E-83						
-37.92	3.23E-84	3.90E-83						
-37.91	3.23E-84	3.90E-83						
-37.9	3.23E-84	3.91E-83						
-37.89	3.23E-84	3.91E-83						
-37.88	3.23E-84	3.91E-83						
-37.87	3.23E-84	3.92E-83						
-37.86	3.23E-84	3.92E-83						
-37.85	3.23E-84	3.92E-83						
-37.84	3.23E-84	3.93E-83						
-37.83	3.23E-84	3.93E-83						
-37.82	3.23E-84	3.93E-83						
-37.81	3.23E-84	3.94E-83						
-37.8	3.23E-84	3.94E-83						
-37.79	3.23E-84	3.94E-83						
-37.78	3.23E-84	3.94E-83						
-37.77	3.23E-84	3.95E-83						
-37.76	3.23E-84	3.95E-83						
-37.75	3.23E-84	3.95E-83						
-37.74	3.23E-84	3.96E-83						
-37.73	3.23E-84	3.96E-83						
-37.72	3.23E-84	3.96E-83						
-37.71	3.23E-84	3.97E-83						
-37.7	3.23E-84	3.97E-83						
-37.69	3.23E-84	3.97E-83						
-37.68	3.23E-84	3.98E-83						
-37.67	3.23E-84	3.98E-83						
-37.66	3.23E-84	3.98E-83						
-37.65	3.23E-84	3.99E-83						
-37.64	3.23E-84	3.99E-83						
-37.63	3.23E-84	3.99E-83						
-37.62	3.23E-84	4.00E-83						
-37.61	3.23E-84	4.00E-83						
-37.6	3.23E-84	4.00E-83						
-37.59	3.23E-84	4.01E-83						
-37.58	3.23E-84	4.01E-83						
-37.57	3.23E-84	4.01E-83						
-37.56	3.23E-84	4.02E-83						
-37.55	3.23E-84	4.02E-83						
-37.54	3.23E-84	4.02E-83						
-37.53	3.23E-84	4.03E-83						
-37.52	3.23E-84	4.03E-83						
-37.51	3.23E-84	4.03E-83						
-37.5	3.23E-84	4.04E-83						
-37.49	3.23E-84	4.04E-83						
-37.48	3.23E-84	4.04E-83						
-37.47	3.23E-84	4.04E-83						
-37.46	3.23E-84	4.05E-83						
-37.45	3.23E-84	4.05E-83						
-37.44	3.23E-84	4.05E-83						
-37.43	3.23E-84	4.06E-83						
-37.42	3.23E-84	4.06E-83						
-37.41	3.23E-84	4.06E-83						
-37.4	3.23E-84	4.07E-83						
-37.39	3.23E-84	4.07E-83						
-37.38	3.23E-84	4.07E-83						
-37.37	3.23E-84	4.08E-83						
-37.36	3.23E-84	4.08E-83						
-37.35	3.23E-84	4.08E-83						
-37.34	3.23E-84	4.09E-83						
-37.33	3.23E-84	4.09E-83						
-37.32	3.23E-84	4.09E-83						
-37.31	3.23E-84	4.10E-83						
-37.3	3.23E-84	4.10E-83						
-37.29	3.23E-84	4.10E-83						
-37.28	3.23E-84	4.11E-83						
-37.27	3.23E-84	4.11E-83						
-37.26	3.23E-84	4.11E-83						
-37.25	3.23E-84	4.12E-83						
-37.24	3.23E-84	4.12E-83						
-37.23	3.23E-84	4.12E-83						
-37.22	3.23E-84	4.13E-83						
-37.21	3.23E-84	4.13E-83						
-37.2	3.23E-84	4.13E-83						
-37.19	3.23E-84	4.14E-83						
-37.18	3.23E-84	4.14E-83						
-37.17	3.23E-84	4.14E-83						
-37.16	3.23E-84	4.14E-83						
-37.15	3.23E-84	4.15E-83						
-37.14	3.23E-84	4.15E-83						
-37.13	3.23E-84	4.15E-83						
-37.12	3.23E-84	4.16E-83						
-37.11	3.23E-84	4.16E-83						
-37.1	3.23E-84	4.16E-83						
-37.09	3.23E-84	4.17E-83						
-37.08	3.23E-84	4.17E-83						
-37.07	3.23E-84	4.17E-83						
-37.06	3.23E-84	4.18E-83						
-37.05	3.23E-84	4.18E-83						
-37.04	3.23E-84	4.18E-83						
-37.03	3.23E-84	4.19E-83						
-37.02	3.23E-84	4.19E-83						
-37.01	3.23E-84	4.19E-83						
-37	3.23E-84	4.20E-83						
-36.99	3.23E-84	4.20E-83						
-36.98	3.23E-84	4.20E-83						
-36.97	3.23E-84	4.21E-83						
-36.96	3.23E-84	4.21E-83						
-36.95	3.23E-84	4.21E-83						
-36.94	3.23E-84	4.22E-83						
-36.93	3.23E-84	4.22E-83						
-36.92	3.23E-84	4.22E-83						
-36.91	3.23E-84	4.23E-83						
-36.9	3.23E-84	4.23E-83						
-36.89	3.23E-84	4.23E-83						
-36.88	3.23E-84	4.24E-83						
-36.87	3.23E-84	4.24E-83						
-36.86	3.23E-84	4.24E-83						
-36.85	3.23E-84	4.24E-83						
-36.84	3.23E-84	4.25E-83						
-36.83	3.23E-84	4.25E-83						
-36.82	3.23E-84	4.25E-83						
-36.81	3.23E-84	4.26E-83						
-36.8	3.23E-84	4.26E-83						
-36.79	3.23E-84	4.26E-83						
-36.78	3.23E-84	4.27E-83						
-36.77	3.23E-84	4.27E-83						
-36.76	3.23E-84	4.27E-83						
-36.75	3.23E-84	4.28E-83						
-36.74	3.23E-84	4.28E-83						
-36.73	3.23E-84	4.28E-83						
-36.72	3.23E-84	4.29E-83						
-36.71	3.23E-84	4.29E-83						
-36.7	3.23E-84	4.29E-83						
-36.69	3.23E-84	4.30E-83						
-36.68	3.23E-84	4.30E-83						
-36.67	3.23E-84	4.30E-83						
-36.66	3.23E-84	4.31E-83						
-36.65	3.23E-84	4.31E-83						
-36.64	3.23E-84	4.31E-83						
-36.63	3.23E-84	4.32E-83						
-36.62	3.23E-84	4.32E-83						
-36.61	3.23E-84	4.32E-83						
-36.6	3.23E-84	4.33E-83						
-36.59	3.23E-84	4.33E-83						
-36.58	3.23E-84	4.33E-83						
-36.57	3.23E-84	4.34E-83						
-36.56	3.23E-84	4.34E-83						
-36.55	3.23E-84	4.34E-83						
-36.54	3.23E-84	4.34E-83						
-36.53	3.23E-84	4.35E-83						
-36.52	3.23E-84	4.35E-83						
-36.51	3.23E-84	4.35E-83						
-36.5	3.23E-84	4.36E-83						
-36.49	3.23E-84	4.36E-83						
-36.48	3.23E-84	4.36E-83						
-36.47	3.23E-84	4.37E-83						
-36.46	3.23E-84	4.37E-83						
-36.45	3.23E-84	4.37E-83						
-36.44	3.23E-84	4.38E-83						
-36.43	3.23E-84	4.38E-83						
-36.42	3.23E-84	4.38E-83						
-36.41	3.23E-84	4.39E-83						
-36.4	3.23E-84	4.39E-83						
-36.39	3.23E-84	4.39E-83						
-36.38	3.23E-84	4.40E-83						
-36.37	3.23E-84	4.40E-83						
-36.36	3.23E-84	4.40E-83						
-36.35	3.23E-84	4.41E-83						
-36.34	3.23E-84	4.41E-83						
-36.33	3.23E-84	4.41E-83						
-36.32	3.23E-84	4.42E-83						
-36.31	3.23E-84	4.42E-83						
-36.3	3.23E-84	4.42E-83						
-36.29	3.23E-84	4.43E-83						
-36.28	3.23E-84	4.43E-83						
-36.27	3.23E-84	4.43E-83						
-36.26	3.23E-84	4.44E-83						
-36.25	3.23E-84	4.44E-83						
-36.24	3.23E-84	4.44E-83						
-36.23	3.23E-84	4.44E-83						
-36.22	3.23E-84	4.45E-83						
-36.21	3.23E-84	4.45E-83						
-36.2	3.23E-84	4.45E-83						
-36.19	3.23E-84	4.46E-83						
-36.18	3.23E-84	4.46E-83						
-36.17	3.23E-84	4.46E-83						
-36.16	3.23E-84	4.47E-83						
-36.15	3.23E-84	4.47E-83						
-36.14	3.23E-84	4.47E-83						
-36.13	3.23E-84	4.48E-83						
-36.12	3.23E-84	4.48E-83						
-36.11	3.23E-84	4.48E-83						
-36.1	3.23E-84	4.49E-83						
